Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver_pp,87.1563,1.7412,3139.7829,0.2415,5.4874,9.93,48.3906,0.8735,0.3026,287.2248,0.9936
2,transolver,86.9124,3.7788,3210.2929,0.298,5.2539,9.9799,46.9355,0.8675,0.3135,341.4043,0.9938
3,regdgcnn,85.0419,1.4418,4687.6934,0.2644,5.8766,10.1018,53.3867,0.8675,0.3127,280.5063,0.9905
4,pointnet,40.364,3.6682,3183.5612,0.2438,10.8805,15.5458,91.4594,0.5662,0.5892,299.0662,0.9466
5,geofno,36.9839,1.5458,1734.3898,0.2146,9.5116,14.0763,85.4864,0.6676,0.5237,294.2725,0.8907
