Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver_pp,100.0,1.7412,1746.1389,0.2209,0.2927,0.4795,59.6171,0.8185,0.4003,9.9323,0.8957
2,transolver,73.899,3.7788,1395.0735,0.2232,0.2977,0.4951,59.6495,0.8103,0.4132,10.3903,0.8951
3,regdgcnn,70.7709,1.4418,1951.0842,0.2485,0.3344,0.5218,65.0931,0.7791,0.4352,10.6778,0.8829
4,geofno,40.9022,1.5458,1200.0412,0.2486,0.4849,0.738,90.5062,0.5902,0.617,13.2354,0.684
5,pointnet,34.5,3.6682,918.2575,0.2199,0.6648,0.9984,121.771,0.2741,0.8354,13.901,0.4325
