Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver_pp,86.8581,1.7412,8718.1239,0.3749,0.2366,0.399,50.3103,0.8653,0.3327,10.5663,0.93
2,regdgcnn,82.5667,1.4418,6303.429,0.5545,0.2596,0.4311,54.8892,0.8499,0.3597,10.549,0.92
3,transolver,76.6672,3.7788,12009.5691,0.3942,0.2357,0.4112,49.8747,0.8612,0.3429,10.5194,0.9263
4,pointnet,39.0731,3.6682,12348.2016,1.1103,0.4967,0.7492,88.4656,0.5566,0.6265,11.5447,0.6849
5,geofno,37.0335,1.5458,3536.9432,0.3171,0.435,0.6688,81.7428,0.661,0.5588,13.9546,0.7509
