Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,97.996,3.7788,2553.9346,0.2243,0.2918,0.4568,61.7796,0.8262,0.3966,9.2644,0.9072
2,transolver_pp,84.7052,1.7412,3383.6801,0.2213,0.3002,0.4705,62.78,0.8175,0.4087,9.5636,0.9005
3,regdgcnn,54.7726,1.4418,9711.9899,1.397,0.2894,0.4579,61.0414,0.8233,0.398,9.0488,0.9144
4,abupt,39.6286,8.7512,4810.0498,0.2518,0.3804,0.5886,73.5836,0.7091,0.5112,9.8532,0.8463
5,pointnet,39.3809,3.6682,3017.1464,0.2196,0.4408,0.6974,80.7172,0.5966,0.6066,11.325,0.8118
