Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver_pp,88.4736,1.7412,6636.7077,0.2243,0.2513,0.3924,55.726,0.8683,0.3403,9.595,0.9341
2,regdgcnn,67.4085,1.4418,10127.5625,0.2502,0.2573,0.3988,56.3664,0.8627,0.346,8.6948,0.9368
3,transolver,53.9399,3.7788,4234.25,0.3102,0.2479,0.3888,54.5786,0.8681,0.3369,9.3959,0.9433
4,abupt,41.656,8.7512,9201.134,0.2518,0.3045,0.4659,63.922,0.8118,0.4042,9.2942,0.9106
5,pointnet,40.0052,3.6682,5437.8563,0.2196,0.3862,0.6111,70.3542,0.6906,0.531,10.1913,0.8664
