Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver_pp,86.4179,1.7412,1749.5866,0.2226,0.3434,0.5339,69.3695,0.7662,0.4641,9.4952,0.8612
2,regdgcnn,69.2696,1.4418,1511.5356,0.2489,0.3726,0.5832,71.2754,0.706,0.507,9.297,0.8376
3,transolver,56.7527,3.7788,1376.8831,0.2223,0.337,0.5314,68.1574,0.7676,0.4619,9.6482,0.8712
4,abupt,40.1609,8.7512,2661.7866,0.2533,0.427,0.6568,80.1958,0.6456,0.571,10.1784,0.7901
5,pointnet,38.5,3.6682,824.5216,0.2191,0.5916,0.9421,119.9173,0.268,0.8218,12.9692,0.4366
