Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,IS ↑,FID ↓,LPIPS ↑,PSNR ↑,MS-SSIM ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,ddpm,100.0,71.4391,6821.0109,3.5365,1.6853,136.8438,0.1234,15.0493,0.7774,0.746,0.4568,0.132,0.522
2,vae,63.4138,50.718,4680.7908,0.026,1.2162,99.0129,0.0404,22.1573,0.9038,0.19,0.0724,0.0,0.018
3,r1gan,40.5424,23.951,2726.2164,0.0379,1.3924,112.7599,0.122,20.6235,0.782,0.0,0.0,0.0,0.0
4,wgan_gp,40.1915,23.9471,2715.4527,0.0414,1.2954,135.463,0.1079,21.0585,0.7994,0.0,0.0,0.0,0.0
5,dcgan,40.0583,23.951,2538.6758,0.0181,1.1989,138.4957,0.0844,20.8224,0.8738,0.0,0.0,0.0,0.0
6,vqvae,39.8728,4.8899,468.3688,0.0442,1.1925,235.4649,0.0639,21.2699,0.838,0.0,0.0,0.0,0.0
7,wgan_cp,39.656,23.9471,947.2608,0.0287,1.2665,300.3612,0.0641,19.8973,0.9102,0.0,0.0,0.0,0.0
8,gan,39.6087,76.3651,6696.4552,0.0326,1.2018,186.8468,0.0752,20.2653,0.9049,0.0,0.0,0.0,0.0
9,lsgan,39.4444,39.0898,3879.9751,0.0257,1.0315,188.7991,0.0068,16.7611,0.9901,0.0,0.0,0.0,0.0
