Rank,domain,task,model,dataset,size,Unified Score,Graph Density,Parameters (M) (Value),Parameters (M) (Rank),Parameters (M) (Weight),Training Time (s) (Value),Training Time (s) (Rank),Training Time (s) (Weight),Inference Time (s) (Value),Inference Time (s) (Rank),Inference Time (s) (Weight),MS-SSIM (Value),MS-SSIM (Rank),MS-SSIM (Weight),MV-FID (Value),MV-FID (Rank),MV-FID (Weight),FPD (Value),FPD (Rank),FPD (Weight),MMD-CD (Value),MMD-CD (Rank),MMD-CD (Weight),COV-CD (Value),COV-CD (Rank),COV-CD (Weight),1-NNA-CD (Value),1-NNA-CD (Rank),1-NNA-CD (Weight),Precision (Value),Precision (Rank),Precision (Weight),Density (Value),Density (Rank),Density (Weight),Recall (Value),Recall (Rank),Recall (Weight),Coverage (Value),Coverage (Rank),Coverage (Weight),Manifold-Δ (Value),Manifold-Δ (Rank),Manifold-Δ (Weight),Uniformity-Δ (Value),Uniformity-Δ (Rank),Uniformity-Δ (Weight)
5,dimension_3d,generation,diffusionpointcloud,deepjeb_3d_3d,XL,40.5421,0.5,3.8798,3,0,532.8326,2,0,0.0199,2,0,0.5773,6,0.2,328.6042,4,0.0648,44.5545,3,0.0664,3.8362,4,0.0716,0.076,5,0.0884,0.996,4,0.0691,0.076,3,0.0668,0.0168,3,0.0668,0.0,3,0.0661,0.012,3,0.0668,0.1524,5,0.0857,0.0314,2,0.0875
5,dimension_3d,generation,diffusionpointcloud,deepwheel_3d_3d,L,40.3075,0.5,3.8798,3,0,338.8661,2,0,0.0197,2,0,0.3686,6,0.1381,326.0688,5,0.0701,48.3068,5,0.0729,7.1289,4,0.1012,0.004,6,0.0787,1.0,4,0.0796,0.0,3,0.0722,0.0,3,0.0722,0.0,3,0.0757,0.0,3,0.0722,0.0507,4,0.0852,0.1509,4,0.0819
5,dimension_3d,generation,diffusionpointcloud,deepwheel_3d_3d,M,40.0,0.5,3.8798,3,0,190.3855,2,0,0.0199,2,0,0.39,6,0.1782,354.0642,6,0.0721,56.5684,5,0.0721,8.9107,4,0.0765,0.004,6,0.0785,1.0,3,0.0711,0.0,3,0.0711,0.0,3,0.0711,0.0,4,0.0791,0.0,3,0.0711,0.0562,5,0.0765,0.153,4,0.0826
5,dimension_3d,generation,diffusionpointcloud,deepwheel_3d_3d,S,40.0,0.5,3.8798,3,0,121.2312,2,0,0.021,1,0,0.4559,5,0.077,364.3189,4,0.0761,61.4802,4,0.072,12.8302,4,0.072,0.004,6,0.1541,1.0,2,0.0759,0.0,2,0.0759,0.0,2,0.0759,0.0,3,0.0736,0.0,2,0.0759,0.0593,6,0.077,0.1376,3,0.0949
5,dimension_3d,generation,gan3d,deepwheel_3d_3d,XL,39.0,0.5,74.9842,6,0,49958.9682,5,0,0.2133,3,0,0.2557,1,0.0761,390.4872,6,0.0761,172.9725,6,0.0867,174.283,6,0.0811,0.004,6,0.0811,1.0,3,0.0795,0.0,3,0.0744,0.0,3,0.0744,0.0,4,0.0867,0.0,3,0.0744,0.0136,3,0.1286,0.1603,4,0.0809
5,dimension_3d,generation,shapegf,drivaernet_3d_3d,L,40.1629,0.5,4.8622,4,0,229.3511,1,0,0.2743,5,0,0.5652,1,0.2274,323.1785,6,0.0644,102.6595,6,0.0616,7.9648,6,0.0698,0.056,4,0.0767,1.0,2,0.0844,0.0,3,0.0636,0.0,3,0.0676,0.0,3,0.0636,0.0,3,0.0636,0.1177,5,0.0816,0.5695,6,0.0755
5,dimension_3d,generation,diffusionpointcloud,drivaernet_3d_3d,M,40.0,0.5,3.8798,3,0,233.5272,2,0,0.0214,2,0,0.74,5,0.1476,348.8752,5,0.0728,108.4211,5,0.0742,7.1009,5,0.0728,0.008,6,0.0742,1.0,2,0.1216,0.0,3,0.0718,0.0,3,0.0718,0.0,3,0.0718,0.0,3,0.0718,0.1352,5,0.0713,0.0975,4,0.0785
5,dimension_3d,generation,diffusionpointcloud,drivaernet_3d_3d,S,40.0,0.5,3.8798,3,0,63.3818,1,0,0.0197,2,0,0.7914,5,0.0669,381.7246,6,0.0318,127.7804,3,0.0383,15.0647,4,0.0356,0.008,6,0.0345,1.0,2,0.0352,0.0,1,0.2073,0.0,1,0.2073,0.0,2,0.0352,0.0,1,0.2073,0.1406,6,0.0318,0.2704,4,0.0689
5,dimension_3d,generation,shapegf,drivaernet_3d_3d,XL,40.0,0.5,4.8622,4,0,508.1662,1,0,0.2819,5,0,0.6407,2,0.1915,274.6514,6,0.077,23.1613,4,0.0703,3.2183,5,0.067,0.094,4,0.0716,1.0,3,0.1034,0.0,3,0.0635,0.0,3,0.0635,0.0,4,0.0666,0.0,3,0.0635,0.0682,6,0.0829,0.1369,5,0.0793
6,dimension_3d,generation,diffusionpointcloud,deepjeb_3d_3d,L,40.0,0.5,3.8798,3,0,323.1164,2,0,0.0199,2,0,0.5915,6,0.1612,414.2082,5,0.0768,72.4178,5,0.0685,4.6728,4,0.0736,0.044,6,0.1169,1.0,4,0.0678,0.0,3,0.0645,0.0,3,0.0645,0.0,3,0.0677,0.0,3,0.0645,0.167,6,0.0813,0.0841,4,0.0927
6,dimension_3d,generation,shapegf,deepjeb_3d_3d,M,39.0,0.5,4.8622,4,0,127.3395,1,0,0.2758,5,0,0.7486,6,0.1932,444.2951,6,0.0856,382.9511,6,0.0672,64.6546,6,0.0672,0.004,6,0.0843,1.0,3,0.0685,0.0,3,0.0685,0.0,3,0.0685,0.0,3,0.0685,0.0,3,0.0685,0.1668,5,0.0856,0.3347,5,0.0745
6,dimension_3d,generation,shapegf,deepjeb_3d_3d,S,39.0,0.5,4.8622,4,0,84.5329,1,0,0.2743,5,0,0.7255,6,0.2474,413.3026,5,0.0765,413.6137,6,0.0666,66.4607,6,0.0666,0.018,6,0.0674,1.0,3,0.063,0.0,3,0.063,0.0,3,0.063,0.0,2,0.0706,0.0,3,0.063,0.1655,5,0.0765,0.3407,5,0.0765
6,dimension_3d,generation,shapegf,deepjeb_3d_3d,XL,40.0,0.5,4.8622,4,0,299.2823,1,0,0.2773,5,0,0.5497,5,0.2,438.033,6,0.0648,80.9341,6,0.0664,11.4505,5,0.0716,0.026,6,0.0884,1.0,5,0.0691,0.0,4,0.0668,0.0,4,0.0668,0.0,3,0.0661,0.0,4,0.0668,0.1569,6,0.0857,0.2396,5,0.0875
6,dimension_3d,generation,shapegf,deepwheel_3d_3d,L,40.0,0.5,4.8622,4,0,97.4262,1,0,0.2738,5,0,0.288,4,0.1381,404.9437,6,0.0701,171.9442,6,0.0729,128.004,6,0.1012,0.026,4,0.0787,1.0,4,0.0796,0.0,3,0.0722,0.0,3,0.0722,0.0,3,0.0757,0.0,3,0.0722,0.0566,5,0.0852,0.2539,6,0.0819
6,dimension_3d,generation,shapegf,deepwheel_3d_3d,M,39.0,0.5,4.8622,4,0,85.6032,1,0,0.2802,4,0,0.2467,1,0.1782,343.7376,5,0.0721,93.3075,6,0.0721,44.546,6,0.0765,0.034,4,0.0785,1.0,3,0.0711,0.0,3,0.0711,0.0,3,0.0711,0.0,4,0.0791,0.0,3,0.0711,0.0469,4,0.0765,0.3942,6,0.0826
6,dimension_3d,generation,shapegf,deepwheel_3d_3d,S,39.0,0.5,4.8622,4,0,35.4272,1,0,0.2728,5,0,0.5931,6,0.077,392.8697,6,0.0761,275.1305,6,0.072,70.0486,6,0.072,0.044,4,0.1541,1.0,2,0.0759,0.0,2,0.0759,0.0,2,0.0759,0.0,3,0.0736,0.0,2,0.0759,0.045,4,0.077,0.4839,6,0.0949
6,dimension_3d,generation,shapegf,deepwheel_3d_3d,XL,39.0,0.5,4.8622,4,0,182.3457,1,0,0.2728,5,0,0.3786,6,0.0761,305.1832,5,0.0761,90.9052,5,0.0867,24.2324,5,0.0811,0.03,4,0.0811,1.0,3,0.0795,0.0,3,0.0744,0.0,3,0.0744,0.0,4,0.0867,0.0,3,0.0744,0.0405,6,0.1286,0.7805,6,0.0809
6,dimension_3d,generation,diffusionpointcloud,drivaernet_3d_3d,L,40.0,0.5,3.8798,3,0,260.0605,2,0,0.0199,2,0,0.6936,6,0.2274,313.9014,5,0.0644,96.9806,5,0.0616,4.3961,4,0.0698,0.01,6,0.0767,1.0,2,0.0844,0.0,3,0.0636,0.0,3,0.0676,0.0,3,0.0636,0.0,3,0.0636,0.1317,6,0.0816,0.107,4,0.0755
6,dimension_3d,generation,shapegf,drivaernet_3d_3d,M,39.0,0.5,4.8622,4,0,125.544,1,0,0.2742,5,0,0.8457,6,0.1476,360.8506,6,0.0728,292.7687,6,0.0742,72.6464,6,0.0728,0.01,5,0.0742,1.0,2,0.1216,0.0,3,0.0718,0.0,3,0.0718,0.0,3,0.0718,0.0,3,0.0718,0.1391,6,0.0713,0.3216,6,0.0785
6,dimension_3d,generation,shapegf,drivaernet_3d_3d,S,39.0,0.5,4.8622,4,0,69.6279,2,0,0.274,5,0,0.8024,6,0.0669,353.4191,5,0.0318,347.6156,6,0.0383,63.9041,6,0.0356,0.014,5,0.0345,1.0,2,0.0352,0.0,1,0.2073,0.0,1,0.2073,0.0,2,0.0352,0.0,1,0.2073,0.1358,5,0.0318,0.4249,6,0.0689
6,dimension_3d,generation,gan3d,drivaernet_3d_3d,XL,39.0,0.5,74.9842,6,0,102683.4289,5,0,0.2185,4,0,0.6212,1,0.1915,216.0315,5,0.077,47.5385,6,0.0703,5.1601,6,0.067,0.028,6,0.0716,1.0,3,0.1034,0.0,3,0.0635,0.0,3,0.0635,0.0,4,0.0666,0.0,3,0.0635,0.026,3,0.0829,0.0675,4,0.0793
