Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MS-SSIM ↓,MV-FID ↓,FPD ↓,MMD-CD ↓,COV-CD ↑,1-NNA-CD ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑,Manifold-Δ ↓,Uniformity-Δ ↓
1,pointflow,100.0,1.4268,468938.6541,0.2465,0.2649,120.5905,4.1904,3.7284,0.268,0.974,0.45,0.2464,0.356,0.442,0.0159,0.0203
2,deepsdf,59.9396,2.1509,9379.8074,0.4351,0.2613,73.6449,4.9463,3.85,0.162,0.99,0.612,0.4416,0.342,0.446,0.0097,0.0099
3,diffusionpointcloud,41.3174,3.8798,617.8443,0.0294,0.3173,213.162,8.4768,4.3491,0.03,1.0,0.0,0.0,0.154,0.0,0.0223,0.022
4,atlasnet,40.0,28.7681,1558.995,0.0047,0.2919,133.6154,13.5056,3.8747,0.082,1.0,0.0,0.0,0.0,0.0,0.0132,0.2889
5,gan3d,39.0,74.9842,49958.9682,0.2133,0.2557,390.4872,172.9725,174.283,0.004,1.0,0.0,0.0,0.0,0.0,0.0136,0.1603
6,shapegf,39.0,4.8622,182.3457,0.2728,0.3786,305.1832,90.9052,24.2324,0.03,1.0,0.0,0.0,0.0,0.0,0.0405,0.7805
