Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MS-SSIM ↓,MV-FID ↓,FPD ↓,MMD-CD ↓,COV-CD ↑,1-NNA-CD ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑,Manifold-Δ ↓,Uniformity-Δ ↓
1,deepsdf,100.0,2.1509,5640.0429,0.4356,0.2574,63.8568,4.5332,3.8197,0.208,0.977,0.732,0.736,0.186,0.532,0.0071,0.0073
2,pointflow,65.0524,1.4268,220132.5913,0.1887,0.2665,125.1347,4.4462,3.7817,0.238,0.984,0.286,0.1376,0.35,0.316,0.0164,0.0119
3,atlasnet,40.8936,28.7681,2307.4807,0.0046,0.2888,131.5409,22.646,3.7448,0.112,0.981,0.0,0.0,0.0,0.0,0.01,0.2344
4,gan3d,40.669,74.9842,32409.1128,0.2185,0.1902,255.1067,23.2564,17.959,0.006,1.0,0.0,0.0,0.0,0.0,0.0686,0.1078
5,diffusionpointcloud,40.3075,3.8798,338.8661,0.0197,0.3686,326.0688,48.3068,7.1289,0.004,1.0,0.0,0.0,0.0,0.0,0.0507,0.1509
6,shapegf,40.0,4.8622,97.4262,0.2738,0.288,404.9437,171.9442,128.004,0.026,1.0,0.0,0.0,0.0,0.0,0.0566,0.2539
