Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,IS ↑,FID ↓,LPIPS ↑,PSNR ↑,MS-SSIM ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,ddpm,100.0,71.4391,4617.2366,1.8875,1.5604,142.7206,0.1603,14.4011,0.6691,0.498,0.2264,0.086,0.298
2,vae,42.7808,50.718,1474.1616,0.0109,1.1281,100.9232,0.0624,20.2412,0.9433,0.078,0.0156,0.0,0.002
3,vqvae,40.5757,4.8899,599.6381,0.0117,1.4186,111.4545,0.0829,21.4173,0.8175,0.008,0.0016,0.0,0.0027
4,r1gan,39.8209,23.951,1757.7396,0.0099,1.3845,107.18,0.119,20.4424,0.7753,0.0027,0.0007,0.0,0.0013
5,dcgan,39.6442,23.951,1788.7876,0.0092,1.278,111.0131,0.0995,20.4162,0.8279,0.0,0.0,0.0,0.0
6,wgan_gp,39.4517,23.9471,1910.2237,0.0113,1.33,135.3339,0.1101,20.855,0.7853,0.0007,0.0001,0.0,0.0007
7,gan,39.0476,76.3651,5934.9804,0.0179,1.3317,164.3004,0.0995,19.6102,0.8401,0.0,0.0,0.0,0.0
8,lsgan,38.0476,39.0898,1759.4711,0.0105,1.0217,303.2529,0.0074,9.6806,0.9923,0.0,0.0,0.0,0.0
9,wgan_cp,38.0476,23.9471,249.4799,0.0166,1.0798,269.0351,0.0495,18.6914,0.9532,0.0,0.0,0.0,0.0
