Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,IS ↑,FID ↓,LPIPS ↑,PSNR ↑,MS-SSIM ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,ddpm,100.0,71.4391,8423.2037,2.0517,1.6326,129.0472,0.1183,15.3547,0.7967,0.706,0.356,0.182,0.498
2,vqvae,98.8813,4.8899,502.0772,0.0057,1.4382,49.5319,0.1037,21.2191,0.8055,0.452,0.1868,0.028,0.214
3,r1gan,97.0937,23.951,1609.2337,0.006,1.4396,59.001,0.1295,20.3912,0.773,0.168,0.0464,0.038,0.108
4,wgan_gp,41.8387,23.9471,1340.8746,0.0082,1.4261,57.9123,0.1224,20.7092,0.7831,0.098,0.0272,0.008,0.06
5,lsgan,40.3164,39.0898,1776.2451,0.0054,1.3879,71.3297,0.1181,20.6023,0.7903,0.01,0.002,0.0,0.002
6,dcgan,40.0552,23.951,858.7133,0.0073,1.4456,79.6979,0.1094,21.0205,0.8185,0.0,0.0,0.0,0.0
7,vae,40.0,50.718,2017.654,0.0056,1.219,62.7215,0.0516,21.7743,0.8771,0.848,0.6648,0.0,0.128
8,gan,39.0,76.3651,2799.1387,0.0112,1.5506,135.8604,0.1331,18.8901,0.7771,0.0,0.0,0.0,0.0
9,wgan_cp,39.0,23.9471,474.7434,0.0048,1.2058,318.1656,0.0874,20.3588,0.8374,0.0,0.0,0.0,0.0
