Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,IS ↑,FID ↓,LPIPS ↑,PSNR ↑,MS-SSIM ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,ddpm,100.0,71.4391,8767.7409,3.5469,1.7447,136.0296,0.1113,15.5572,0.8099,0.698,0.3116,0.378,0.478
2,vqvae,59.1072,4.8899,1993.114,0.032,1.4444,74.0815,0.1009,21.2937,0.8027,0.07,0.016,0.012,0.026
3,vae,45.341,50.718,6815.6554,0.0406,1.2351,77.2128,0.0584,21.943,0.8808,0.33,0.1368,0.0,0.086
4,r1gan,38.7965,23.951,3828.7436,0.0431,1.4073,88.0041,0.1235,20.6387,0.7797,0.002,0.0004,0.0,0.002
5,wgan_gp,38.7161,23.9471,4159.2966,0.0472,1.3892,93.9335,0.1199,20.6513,0.781,0.004,0.0008,0.0,0.004
6,dcgan,38.3513,23.951,7084.3745,0.0854,1.3167,109.0792,0.105,20.3824,0.8162,0.004,0.0008,0.0,0.002
7,lsgan,38.2711,39.0898,6253.7254,0.0312,1.2517,109.0452,0.0915,20.5004,0.8355,0.0,0.0,0.0,0.0
8,gan,38.0678,76.3651,10528.8478,0.0424,1.2654,179.0818,0.0862,20.0575,0.8848,0.0,0.0,0.0,0.0
9,wgan_cp,37.7778,23.9471,1984.0571,0.0682,1.1145,269.3093,0.0434,18.8397,0.9646,0.0,0.0,0.0,0.0
