Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,regdgcnn,89.5118,1.4418,15841.4676,0.2924,0.1398,0.2754,52.4866,0.9285,0.244,9.5994,0.9841
2,transolver_pp,81.7667,1.7412,17465.3713,0.394,0.125,0.2553,48.2358,0.936,0.2263,9.4675,0.9867
3,transolver,57.3395,3.7788,12685.6615,1.1882,0.1202,0.2505,48.2412,0.9386,0.2221,9.6291,0.9878
4,geofno,40.4441,1.5458,13379.0213,0.3859,0.2198,0.3979,74.3214,0.8532,0.3524,11.9682,0.9484
5,pointnet,39.1555,3.6682,13221.9126,0.6962,0.2129,0.3877,71.0572,0.867,0.3435,10.4344,0.9569
