Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver_pp,100.0,1.7412,1535.624,0.2337,2.6292,4.8104,68.7159,0.8983,0.2914,183.7565,0.9743
2,regdgcnn,54.1937,1.4418,2239.7368,0.2563,2.4783,4.488,67.256,0.9069,0.2832,178.6332,0.977
3,transolver,48.1086,3.7788,1585.1397,0.2624,2.5352,4.6114,67.8308,0.9078,0.277,183.7666,0.9778
4,geofno,43.3132,1.5458,872.0835,0.2064,4.2964,7.0832,99.4699,0.7565,0.4646,154.3491,0.8842
5,pointnet,40.0,3.6682,1609.8063,0.2468,4.4787,7.4898,100.9074,0.6942,0.5279,146.9896,0.8715
