Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,100.0,3.7788,2251.7114,0.2141,0.1399,0.2768,52.6179,0.9249,0.2454,9.5786,0.9833
2,transolver_pp,61.6198,1.7412,3248.8492,0.2142,0.1453,0.2887,52.963,0.9198,0.2559,9.8044,0.9817
3,regdgcnn,47.8474,1.4418,3071.3292,0.2452,0.191,0.3472,64.3632,0.887,0.3076,9.3343,0.9592
4,pointnet,41.876,3.6682,2967.9548,0.2123,0.3171,0.572,87.2367,0.7175,0.5062,10.7403,0.8863
5,geofno,40.0,1.5458,3280.8887,0.5574,0.2651,0.4597,85.441,0.8073,0.4072,11.9523,0.9199
