Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver_pp,100.0,1.7412,3132.5492,0.2566,6.4784,10.9481,50.4584,0.8964,0.2689,274.1084,0.9945
2,regdgcnn,55.5141,1.4418,4637.4829,0.2646,6.5452,10.7635,56.2716,0.9034,0.2596,300.6535,0.9923
3,transolver,48.8428,3.7788,3025.7775,0.32,6.3764,10.7993,50.5449,0.8974,0.2701,294.1444,0.9941
4,pointnet,41.571,3.6682,3235.763,0.2403,10.4552,15.7363,75.7486,0.7725,0.4063,440.696,0.979
5,geofno,40.3388,1.5458,1787.3459,0.2156,11.0491,16.07,92.1388,0.7135,0.476,417.8701,0.926
