Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,90.287,3.7788,2053.2433,0.224,0.2114,0.3621,47.0535,0.8879,0.3053,7.7954,0.9676
2,transolver_pp,73.1647,1.7412,3382.4872,0.224,0.214,0.3596,47.899,0.889,0.3032,7.9185,0.9619
3,regdgcnn,48.7591,1.4418,4161.4285,0.253,0.2357,0.3816,53.8508,0.876,0.3216,8.0751,0.9578
4,pointnet,40.9577,3.6682,2654.2249,0.2217,0.4543,0.6896,85.9528,0.6288,0.5823,12.0606,0.7881
5,geofno,40.1833,1.5458,3055.1714,0.3119,0.3984,0.6081,82.0309,0.7091,0.5142,14.0604,0.8247
