Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver_pp,100.0,1.7412,1754.7863,0.2224,0.2524,0.4234,54.5738,0.8547,0.3574,9.5922,0.9447
2,transolver,58.5705,3.7788,1402.5598,0.224,0.2548,0.4289,54.609,0.8511,0.362,8.635,0.9451
3,regdgcnn,49.1316,1.4418,2315.4364,0.2505,0.2605,0.4178,58.1357,0.8535,0.3522,8.8388,0.9433
4,geofno,41.6706,1.5458,1424.7843,0.2548,0.4768,0.7256,92.643,0.6026,0.6141,14.3062,0.7101
5,pointnet,40.1108,3.6682,895.8386,0.221,0.6186,0.9663,124.2788,0.2916,0.8213,14.6324,0.4538
