Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver_pp,100.0,1.7412,6664.5349,0.2214,0.2034,0.3541,45.3285,0.8931,0.2952,11.159,0.9451
2,transolver,61.2165,3.7788,5347.9385,0.2219,0.1991,0.36,43.82,0.8909,0.3001,10.8802,0.9471
3,regdgcnn,43.4395,1.4418,8438.4155,0.3936,0.244,0.3974,52.8357,0.8658,0.3312,10.5108,0.9233
4,pointnet,42.8432,3.6682,5891.5552,0.2198,0.3421,0.56,64.1555,0.7539,0.4676,10.4797,0.8771
5,geofno,40.0,1.5458,7016.3437,0.3494,0.3211,0.5108,64.391,0.789,0.426,14.8223,0.8707
