Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,regdgcnn,100.0,1.4418,6720.1985,0.5254,0.2915,0.4898,59.3692,0.8137,0.4088,10.9341,0.9027
2,transolver_pp,64.341,1.7412,7954.1588,0.5245,0.2889,0.4759,58.8596,0.8212,0.3972,10.4382,0.8995
3,transolver,49.1351,3.7788,6863.3754,0.4907,0.2922,0.4969,57.9736,0.8095,0.4148,11.1714,0.9016
4,geofno,43.3516,1.5458,1856.973,0.3735,0.4922,0.7534,91.5692,0.575,0.63,13.5537,0.6714
5,pointnet,40.0,3.6682,5945.3571,0.5068,0.659,0.9874,122.002,0.2869,0.8264,13.8652,0.4458
