Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver_pp,100.0,1.741,10318.74,0.2325,0.878,1.1903,189.2477,-0.0003,1.0001,12.9473,0.0574
2,transolver,48.4609,3.7785,11608.6851,0.2996,0.8778,1.19,190.8633,0.0003,0.9999,12.9526,0.0774
3,pointnet,48.1953,3.6681,9989.8713,0.284,0.8779,1.1901,196.9666,0.0001,1.0,12.9486,0.0227
4,geofno,41.0916,1.5457,2091.949,0.1929,0.9133,1.2475,161.7207,-0.0989,1.0483,13.7401,0.1435
5,regdgcnn,38.0,1.4417,6462.5433,0.5458,0.9287,1.3467,146.3588,-0.2832,1.131,14.0047,0.7017
