Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,pointnet,100.0,3.6681,201.3444,0.1882,425.1556,568.3669,181.269,-0.0022,1.0011,5736.2474,0.0116
2,transolver_pp,54.6917,1.741,360.7683,0.2398,426.1356,568.7654,176.1455,-0.0041,1.002,5693.9964,0.0068
3,transolver,47.884,3.7785,335.7921,0.2188,425.4271,568.0499,180.6554,-0.0017,1.0008,5709.1165,0.0038
4,geofno,44.5654,1.5457,196.5693,0.1863,442.0908,593.0826,156.5521,-0.0936,1.0457,6142.2813,0.1456
5,regdgcnn,40.0,1.4417,367.9374,0.235,495.6886,667.0466,147.6072,-0.4128,1.1876,6156.2792,0.1763
