Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,80.6979,3.7785,905.3086,0.1954,0.878,1.1905,192.3745,-0.0006,1.0003,12.9637,0.1055
2,pointnet,79.7934,3.6681,894.9211,0.1913,0.8779,1.1901,197.2619,0.0,1.0,12.9523,0.0076
3,transolver_pp,67.0437,1.741,1529.1079,0.1939,0.9393,1.3539,155.5099,-0.2941,1.1376,13.6505,0.4215
4,geofno,46.7563,1.5457,1214.6088,0.2749,0.8975,1.2147,160.3152,-0.0417,1.0206,13.1836,0.0732
5,regdgcnn,38.0,1.4417,1812.5891,0.2212,0.9836,1.4302,137.059,-0.4439,1.2016,13.6318,0.6023
