Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver_pp,100.0,1.741,6322.6568,0.3448,0.8779,1.19,192.6415,0.0002,0.9999,12.9422,0.0784
2,transolver,49.7415,3.7785,6806.3389,0.2701,0.878,1.1901,195.0524,0.0,1.0,12.9526,0.0287
3,pointnet,48.5706,3.6681,4280.6367,0.3808,0.8779,1.1901,198.4799,0.0,1.0,12.9509,0.0095
4,geofno,43.103,1.5457,1244.5157,0.1931,0.8794,1.1918,179.433,-0.0028,1.0014,13.0079,0.0079
5,regdgcnn,40.0,1.4417,3754.365,0.2238,0.8967,1.2289,158.1664,-0.0663,1.0324,13.1104,0.1252
