Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,IS ↑,FID ↓,LPIPS ↑,PSNR ↑,MS-SSIM ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,ddpm,100.0,71.4391,6612.7967,3.5394,1.934,134.6794,0.2749,12.4561,0.4942,0.458,0.278,0.139,0.323
2,vae,51.8295,50.718,4719.7987,0.0409,1.4624,142.4752,0.1549,15.6515,0.8448,0.01,0.002,0.001,0.001
3,wgan_gp,47.3927,23.9471,3248.6528,0.0693,2.3235,228.8114,0.1886,16.5106,0.7044,0.001,0.0002,0.001,0.001
4,vqvae,43.8716,4.8899,1334.3731,0.0353,2.261,222.5885,0.1646,17.2298,0.7408,0.001,0.0002,0.0,0.001
5,r1gan,40.0511,23.951,3118.7071,0.0526,2.2622,199.0372,0.19,16.3197,0.7019,0.0,0.0,0.0,0.0
6,gan,39.7968,76.3651,12824.615,0.0674,1.7147,244.5289,0.2096,15.1857,0.6669,0.0,0.0,0.0,0.0
7,dcgan,39.7464,23.951,4708.552,0.0934,1.6016,203.0072,0.1428,16.0139,0.7686,0.0,0.0,0.0,0.0
8,wgan_cp,39.5861,23.9471,1535.2774,0.1188,1.2124,303.9016,0.092,15.9651,0.8906,0.0,0.0,0.0,0.0
9,lsgan,39.4444,39.0898,3134.6439,0.0354,1.2538,355.63,0.0348,7.7417,0.9576,0.0,0.0,0.0,0.0
