Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,IS ↑,FID ↓,LPIPS ↑,PSNR ↑,MS-SSIM ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,ddpm,100.0,71.4391,8718.7097,1.8696,1.7188,116.9349,0.1779,11.3977,0.5688,0.7049,0.4486,0.1533,0.3976
2,r1gan,54.1143,23.951,2137.6665,0.0102,2.0598,126.3957,0.2229,13.9617,0.5679,0.1233,0.0465,0.0387,0.0771
3,vae,45.755,50.718,4652.3486,0.0145,1.514,154.3275,0.1472,15.1872,0.6702,0.2736,0.2126,0.0009,0.0513
4,vqvae,43.4201,4.8899,1503.3256,0.0148,2.023,166.7041,0.173,14.7128,0.6481,0.1567,0.0632,0.0093,0.0787
5,wgan_gp,41.0812,23.9471,2286.4478,0.0094,2.0669,151.1246,0.2024,14.1662,0.5896,0.0318,0.0082,0.0038,0.0191
6,gan,40.3756,76.3651,5529.6831,0.0191,1.8181,194.758,0.2449,13.1585,0.5697,0.0007,0.0001,0.0,0.0007
7,lsgan,40.0805,39.0898,3685.0416,0.0135,1.5355,145.2012,0.1659,13.9213,0.7197,0.0053,0.0011,0.0002,0.0011
8,dcgan,39.9915,23.951,1651.908,0.0157,1.5367,139.1016,0.1675,13.8869,0.6794,0.0096,0.002,0.0,0.0022
9,wgan_cp,38.6681,23.9471,380.2109,0.0151,1.1363,333.4361,0.0482,12.9166,0.9354,0.0,0.0,0.0,0.0
