Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,IS ↑,FID ↓,LPIPS ↑,PSNR ↑,MS-SSIM ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,vae,100.0,50.718,4548.839,0.0286,1.4101,212.8575,0.1343,11.0313,0.6416,0.0,0.0,0.01,0.0
2,r1gan,44.9496,23.951,2623.6874,0.0339,1.8134,198.6517,0.2228,9.272,0.5475,0.0,0.0,0.0,0.0
3,vqvae,44.2307,4.8899,1108.0849,0.0527,1.951,283.4209,0.1713,10.1196,0.4436,0.0,0.0,0.0,0.0
4,gan,41.3695,76.3651,5734.2446,0.0679,1.7344,219.7233,0.2693,9.2271,0.5382,0.0,0.0,0.0,0.0
5,dcgan,41.0995,23.951,1645.6231,0.0415,1.0231,207.7233,0.0087,10.3688,0.9927,0.0,0.0,0.0,0.0
6,wgan_gp,40.2519,23.9471,158.8652,0.0515,1.117,352.7759,0.0491,9.7263,0.9534,0.0,0.0,0.0,0.0
7,wgan_cp,39.8451,23.9471,342.0801,0.032,1.1398,345.1474,0.0441,7.5351,0.9704,0.0,0.0,0.0,0.0
8,lsgan,39.7752,39.0898,1393.9062,0.0458,1.0081,350.8289,0.0086,8.301,0.993,0.0,0.0,0.0,0.0
9,ddpm,39.4444,71.4391,655.3079,4.6437,1.3211,405.8758,0.2248,4.6904,0.0243,0.0,0.0,0.0,0.0
