Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,IS ↑,FID ↓,LPIPS ↑,PSNR ↑,MS-SSIM ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,ddpm,100.0,71.4391,4760.2497,1.6082,1.5998,143.5456,0.2705,6.7707,0.1593,0.186,0.0592,0.008,0.04
2,vae,57.8221,50.718,4098.0062,0.007,1.4912,207.7183,0.1546,10.8149,0.5558,0.014,0.0028,0.006,0.002
3,gan,56.8375,76.3651,7176.5978,0.0268,1.2925,127.8145,0.2633,9.6595,0.3764,0.16,0.032,0.0,0.002
4,vqvae,40.9321,4.8899,1768.3556,0.0043,2.0488,300.1424,0.1762,10.3294,0.4541,0.0,0.0,0.0,0.0
5,r1gan,40.677,23.951,403.5945,0.0014,1.7383,157.4122,0.2507,9.0482,0.5405,0.0,0.0,0.0,0.0
6,wgan_gp,40.5367,23.9471,346.319,0.0008,1.5784,306.181,0.207,9.7758,0.4102,0.0,0.0,0.0,0.0
7,dcgan,40.2555,23.951,1898.0005,0.0298,1.2995,205.835,0.1667,9.2672,0.6377,0.0,0.0,0.0,0.0
8,lsgan,40.1783,39.0898,3405.7508,0.0094,1.1203,233.8417,0.0605,9.8813,0.9244,0.0,0.0,0.0,0.0
9,wgan_cp,40.0,23.9471,386.4263,0.0061,1.0077,319.2504,0.0056,6.2667,0.9975,0.0,0.0,0.0,0.0
