Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,94.1353,3.7785,2034.7117,0.1944,0.8779,1.1901,196.5091,0.0,1.0,12.9506,0.0168
2,pointnet,82.7056,3.6681,2573.1286,0.1911,0.8779,1.1901,198.4799,0.0,1.0,12.9509,0.0095
3,transolver_pp,71.1759,1.741,2917.6898,0.1945,0.8819,1.2111,172.1022,-0.036,1.0177,13.0868,0.2111
4,abupt,47.0334,8.7512,4268.5084,0.2205,0.8976,1.2389,154.7086,-0.0835,1.0409,13.1769,0.5453
5,regdgcnn,36.6667,1.4417,4935.8094,0.3013,0.9546,1.4041,141.3545,-0.3921,1.1795,14.2612,0.5201
