Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,98.5227,3.7785,860.2147,0.1995,0.8001,1.149,182.7852,-0.0008,1.0004,15.3275,0.0147
2,pointnet,89.7658,3.6681,808.7467,0.1915,0.7993,1.1485,197.7734,0.0,1.0,15.2977,0.0014
3,transolver_pp,58.6693,1.741,1516.6789,0.2004,0.8417,1.2363,172.6203,-0.1585,1.0761,17.0736,0.171
4,abupt,45.4955,8.7512,2397.2312,0.2244,0.817,1.181,161.6977,-0.0576,1.0282,15.5178,0.2844
5,regdgcnn,42.4986,1.4417,1676.6691,0.2212,0.8877,1.2971,143.2013,-0.2767,1.1297,16.2768,0.2943
