Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,82.2226,3.7785,3409.3508,0.196,0.7995,1.1486,188.7876,-0.0001,1.0001,15.3152,0.0568
2,pointnet,79.4581,3.6681,3208.3807,0.1915,0.7993,1.1485,199.3207,0.0,1.0,15.2977,0.001
3,transolver_pp,76.3469,1.741,5726.7016,0.1944,0.8266,1.2121,166.2061,-0.1149,1.0557,17.3084,0.2233
4,abupt,42.4851,8.7512,8317.2399,0.2222,0.8442,1.253,148.1518,-0.1896,1.0906,16.188,0.3509
5,regdgcnn,38.0,1.4417,6038.2233,0.222,0.8894,1.4314,137.4837,-0.5553,1.2468,20.5369,0.6103
