Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,pointnet,99.9309,3.6681,413.0404,0.1919,0.8129,1.1679,166.5192,-0.0342,1.0168,15.6548,0.2758
2,transolver,69.0486,3.7785,400.6859,0.1981,0.8394,1.2445,156.4872,-0.1743,1.0834,16.5436,0.2912
3,regdgcnn,63.4954,1.4417,834.9878,0.2201,0.8891,1.3154,145.1203,-0.3152,1.1447,17.877,0.4143
4,transolver_pp,41.1077,1.741,673.5828,0.2794,0.8799,1.3635,138.5907,-0.4098,1.1869,18.33,0.5064
5,abupt,39.7052,8.7512,1214.7801,0.2217,0.8538,1.2715,145.9633,-0.2264,1.107,17.4243,0.3754
