Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,100.0,3.778,662.2963,1.0588,0.1508,0.239,50.8634,0.9428,0.2393,6.9408,
2,regdgcnn,53.418,1.4414,1011.5695,0.8075,0.1539,0.252,50.2701,0.9363,0.2523,8.8696,
3,transolver_pp,42.6674,1.7405,507.5546,1.3077,0.1785,0.3347,52.411,0.8877,0.3351,9.5474,
4,abupt,41.7721,8.7512,1112.3336,0.8338,0.2662,0.4168,74.0208,0.8259,0.4173,9.0847,
5,geofno,39.8912,1.5454,1262.0971,1.6639,0.3207,0.4883,79.6556,0.761,0.4888,9.2564,
6,pointnet,38.6667,3.6678,506.3785,1.4591,0.4357,0.6898,92.1496,0.5231,0.6906,9.0726,
