Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,geofno,83.3291,1.5457,1834.892,0.2593,0.8042,1.1523,174.0287,-0.0065,1.0032,15.3995,0.0092
2,transolver,74.1099,3.7785,1530.4203,0.1963,0.7994,1.1486,186.384,-0.0002,1.0001,15.3096,0.0726
3,pointnet,59.8295,3.6681,1528.4306,0.1913,0.7993,1.1485,199.2728,0.0,1.0,15.2977,0.0004
4,transolver_pp,42.4593,1.741,2921.6626,0.2048,0.8194,1.19,172.5072,-0.0734,1.036,15.7317,0.1586
5,regdgcnn,36.6667,1.4417,2772.9653,0.2963,0.861,1.293,141.3355,-0.2667,1.125,16.1243,0.341
