Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MS-SSIM ↓,MV-FID ↓,FPD ↓,CD ↓,EMD ↓,F-Score ↑,Precision ↑,Density ↑,Recall ↑,Coverage ↑,Manifold-Δ ↓,Uniformity-Δ ↓
1,pointflow,100.0,1.4268,529984.2337,0.2107,0.6513,40.5343,3.0598,0.8504,106.6092,1.0,0.4,0.2048,0.688,0.508,0.0136,0.0098
2,deepsdf,64.0165,2.1509,71108.2082,0.4267,0.6497,12.6037,7.7404,1.5404,107.1628,0.9939,0.07,0.026,0.066,0.088,0.0263,0.0046
3,atlasnet,40.6008,28.7681,1739.8186,0.0044,0.6532,81.7129,26.406,0.9586,117.3813,0.9998,0.0,0.0,0.0,0.0,0.0169,0.29
4,diffusionpointcloud,40.1386,3.8798,825.2968,0.0303,0.6825,205.8999,13.8289,1.6897,109.0143,0.9992,0.0,0.0,0.0,0.0,0.0641,0.0278
5,shapegf,40.0276,4.8622,719.5308,0.3992,0.6378,274.6374,23.3009,2.164,120.1882,0.9946,0.0,0.0,0.0,0.0,0.0681,0.1367
6,gan3d,40.0,74.9842,17955.0078,0.0382,0.6162,216.0315,47.2863,4.6516,123.1892,0.9813,0.0,0.0,0.0,0.0,0.0259,0.0672
