Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,98.1817,3.7788,6002.8324,0.3578,1.8292,3.9034,49.6722,0.9408,0.2137,188.2724,0.9897
2,transolver_pp,95.5651,1.7412,5953.4253,0.2346,1.9725,3.9781,52.7841,0.938,0.2196,183.6549,0.9887
3,regdgcnn,88.284,1.4418,8954.6574,0.2545,2.1127,4.0121,60.1243,0.9338,0.231,184.3331,0.9859
4,pointnet,37.1718,3.6682,6057.0162,0.2521,3.0219,5.153,80.9057,0.8685,0.341,178.1434,0.9623
5,geofno,33.8233,1.5458,3345.5807,0.2079,3.3356,5.793,81.77,0.8549,0.3482,170.5952,0.9502
