Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver_pp,87.8476,1.7412,6364.3345,0.2146,0.1238,0.2581,45.9075,0.9352,0.2286,9.546,0.987
2,transolver,87.7932,3.7788,4198.5873,0.215,0.1202,0.2505,48.2412,0.9386,0.2221,9.6291,0.9878
3,regdgcnn,69.7869,1.4418,9209.8367,0.351,0.1433,0.2762,54.1683,0.9271,0.2448,9.5314,0.9809
4,pointnet,37.635,3.6682,5675.0151,0.212,0.2129,0.3877,71.0572,0.867,0.3435,10.4344,0.9569
5,geofno,35.5168,1.5458,6511.9683,0.4604,0.2198,0.3979,74.3214,0.8532,0.3524,11.9682,0.9484
