Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,100.0,3.7788,1375.6023,0.2164,0.1657,0.3153,60.3119,0.9076,0.2795,9.3005,0.9767
2,transolver_pp,92.7729,1.7412,1684.677,0.2124,0.1757,0.3358,61.4551,0.8965,0.2976,10.1255,0.9725
3,regdgcnn,91.3717,1.4418,2624.0332,0.2452,0.1795,0.3345,62.931,0.8986,0.2965,10.0368,0.9671
4,pointnet,34.8882,3.6682,1626.1763,0.2135,0.3318,0.598,93.1176,0.6936,0.529,10.7138,0.8773
5,geofno,34.5343,1.5458,1316.3042,0.4593,0.3025,0.5269,92.8754,0.7556,0.4668,13.2061,0.8804
