Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,100.0,3.7788,8086.2527,0.618,0.1348,0.2754,50.3183,0.9264,0.244,9.6367,0.9843
2,transolver_pp,97.8232,1.7412,7078.8029,0.3537,0.1436,0.2828,52.7664,0.9223,0.2506,9.5816,0.9825
3,regdgcnn,89.3673,1.4418,8062.4625,0.3972,0.1537,0.302,55.9204,0.9162,0.2678,9.7347,0.9801
4,geofno,37.9563,1.5458,8688.2838,0.6726,0.267,0.466,85.4066,0.8018,0.4129,13.553,0.9143
5,pointnet,35.8469,3.6682,7008.8156,0.6599,0.3171,0.572,87.2367,0.7175,0.5062,10.7403,0.8863
