Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,regdgcnn,99.5467,1.4418,1152.8183,0.2404,0.2067,0.3727,68.9666,0.8768,0.3306,9.694,0.9545
2,transolver,94.25,3.7788,732.9015,0.2167,0.2078,0.3918,71.4704,0.865,0.3475,10.0695,0.9612
3,transolver_pp,83.4982,1.7412,730.3642,0.3252,0.2215,0.4241,72.8479,0.8444,0.3758,10.3435,0.9536
4,geofno,45.0835,1.5458,548.7549,0.3511,0.3695,0.6268,104.3552,0.6638,0.5554,13.716,0.7978
5,pointnet,34.0,3.6682,766.1087,0.212,0.5066,0.9335,132.7901,0.2904,0.8251,12.9962,0.4602
