Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MS-SSIM ↓,MV-FID ↓,FPD ↓,MMD-CD ↓,COV-CD ↑,1-NNA-CD ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑,Manifold-Δ ↓,Uniformity-Δ ↓
1,deepsdf,100.0,2.1509,6885.5817,0.3654,0.54,33.7771,8.9434,2.8903,0.278,0.908,0.98,1.3864,0.372,0.678,0.0103,0.0002
2,pointflow,46.5212,1.4268,36194.2577,0.0809,0.5315,260.8403,32.4686,3.1648,0.302,0.979,0.408,0.1288,0.002,0.054,0.1266,0.0577
3,atlasnet,42.1267,28.7681,905.5526,0.0047,0.5148,206.9694,33.2905,4.1567,0.174,1.0,0.0,0.0,0.0,0.0,0.1058,0.4104
4,diffusionpointcloud,40.0,3.8798,222.9035,0.0205,0.6195,424.9689,77.4149,5.2087,0.034,1.0,0.0,0.0,0.0,0.0,0.1687,0.1032
5,gan3d,39.0,74.9842,52851.3409,0.2219,0.4455,347.1741,40.2318,21.7322,0.014,1.0,0.0,0.0,0.0,0.0,0.0598,0.0556
6,shapegf,39.0,4.8622,127.3395,0.2758,0.7486,444.2951,382.9511,64.6546,0.004,1.0,0.0,0.0,0.0,0.0,0.1668,0.3347
