Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MS-SSIM ↓,MV-FID ↓,FPD ↓,MMD-CD ↓,COV-CD ↑,1-NNA-CD ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑,Manifold-Δ ↓,Uniformity-Δ ↓
1,deepsdf,100.0,2.1509,28374.3133,0.3732,0.5178,45.0323,17.6811,3.1324,0.186,0.934,0.986,1.3896,0.158,0.508,0.0016,0.0001
2,pointflow,65.4218,1.4268,61903.5365,0.1356,0.5301,142.7062,14.2168,2.6623,0.418,0.864,0.788,0.6512,0.15,0.406,0.0845,0.0717
3,atlasnet,41.0985,28.7681,1453.8361,0.004,0.53,145.3691,48.8677,3.3628,0.234,0.995,0.0,0.0,0.0,0.0,0.0943,0.4927
4,diffusionpointcloud,41.0541,3.8798,532.8326,0.0199,0.5773,328.6042,44.5545,3.8362,0.076,0.996,0.076,0.0168,0.0,0.012,0.1524,0.0314
5,gan3d,40.4015,74.9842,104385.7925,0.2202,0.4197,331.7619,79.7041,12.3956,0.128,1.0,0.0,0.0,0.0,0.0,0.0596,0.109
6,shapegf,40.0,4.8622,299.2823,0.2773,0.5497,438.033,80.9341,11.4505,0.026,1.0,0.0,0.0,0.0,0.0,0.1569,0.2396
