Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,100.0,3.7788,699.8498,0.2228,0.3859,0.6392,71.0081,0.6924,0.534,11.4505,0.8431
2,regdgcnn,58.3504,1.4418,1251.5091,0.2502,0.3578,0.5881,67.7796,0.7288,0.4913,11.9733,0.834
3,transolver_pp,50.3235,1.7412,755.3952,0.3349,0.3848,0.6107,73.2232,0.7183,0.5102,10.7858,0.8255
4,abupt,41.8793,8.7512,1447.475,0.2522,0.4977,0.7625,90.2656,0.5573,0.637,12.2705,0.7164
5,pointnet,40.4038,3.6682,573.6795,0.2453,0.6647,0.9998,122.913,0.2711,0.8367,14.0028,0.4385
