Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver_pp,100.0,1.7412,3412.0983,0.2232,0.2354,0.3962,50.6212,0.8682,0.3304,9.5772,0.9288
2,transolver,81.9787,3.7788,2953.1207,0.2259,0.2357,0.4112,49.8747,0.8612,0.343,10.5194,0.9263
3,regdgcnn,54.658,1.4418,4053.702,0.2514,0.2698,0.4352,53.4505,0.8419,0.3628,10.2646,0.9173
4,abupt,41.5361,8.7512,4845.4219,0.2514,0.3387,0.5348,66.0398,0.7616,0.4458,10.6788,0.8838
5,pointnet,39.0609,3.6682,3122.9483,0.2198,0.4967,0.7492,88.4656,0.5566,0.6265,11.5447,0.6849
