Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MS-SSIM ↓,MV-FID ↓,FPD ↓,CD ↓,EMD ↓,F-Score ↑,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,deepsdf,100.0,2.1509,16725.2332,2.1336,0.4179,129.2527,40.6517,23.7259,132.1648,0.604,0.008,0.0016,0.0,0.004
2,pointflow,64.6616,1.4268,51416.6795,0.2228,0.5334,335.9143,45.1884,4.3897,103.4932,0.9537,0.002,0.0004,0.0,0.002
3,atlasnet,41.4078,28.7681,2896.9788,0.0055,0.5141,190.1013,65.8976,6.5225,125.2782,0.9439,0.0,0.0,0.0,0.0
4,gan3d,41.0781,74.9842,7970.2633,0.0354,0.4183,356.9323,42.2539,21.4409,146.1968,0.6602,0.0,0.0,0.0,0.0
5,diffusionpointcloud,40.7434,3.8798,330.5126,0.0508,0.7017,456.3481,85.605,8.4309,141.6107,0.8802,0.0,0.0,0.0,0.0
6,shapegf,40.0,4.8622,2580.4853,0.3877,0.815,407.8298,351.9433,65.6892,226.3889,0.282,0.0,0.0,0.0,0.0
