Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,100.0,3.778,2215.2124,0.1367,0.1195,0.2132,43.2804,0.9544,0.2135,7.5807,
2,transolver_pp,73.717,1.7405,1993.749,0.1352,0.1338,0.2259,46.8184,0.9488,0.2262,8.4928,
3,regdgcnn,47.7204,1.4414,1785.8562,0.156,0.1738,0.2748,54.9779,0.9243,0.2752,8.6596,
4,abupt,40.6884,8.7512,2887.6317,0.1647,0.2291,0.3923,64.315,0.8457,0.3928,8.116,
5,pointnet,40.0,3.6678,1877.7128,0.1316,0.4024,0.5957,89.3734,0.6443,0.5964,9.7853,
