Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,geofno,83.0673,1.5457,197.6788,0.1869,422.5628,591.4825,153.3944,-0.103,1.0501,7014.9698,0.1784
2,pointnet,63.7666,3.6681,201.9775,0.1934,395.1454,562.1529,189.7492,-0.0002,1.0001,6510.2552,0.0015
3,transolver,59.4651,3.7785,386.4974,0.2258,410.643,585.775,151.224,-0.0744,1.0364,6777.4106,0.3704
4,transolver_pp,44.2212,1.741,564.5549,0.3385,400.1749,570.2488,161.0862,-0.0281,1.0139,6785.6217,0.2811
5,regdgcnn,40.0,1.4417,436.5557,0.2393,467.864,662.1435,146.5432,-0.3601,1.1647,6898.5172,0.3158
