Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,pointnet,91.072,3.6681,1387.7907,0.1938,395.039,562.107,197.5232,0.0,1.0,6508.1055,0.0008
2,transolver,76.9842,3.7785,1656.5735,0.2101,395.1295,562.2249,184.7518,-0.0005,1.0003,6507.0741,0.0013
3,transolver_pp,53.4039,1.741,2310.5367,0.2292,395.0643,562.1225,192.2936,-0.0001,1.0,6512.6018,0.0032
4,regdgcnn,41.2145,1.4417,1660.0483,0.2339,403.6546,575.1188,164.6148,-0.0367,1.0181,6824.8089,0.1466
5,geofno,39.9942,1.5457,881.5006,0.1884,406.7694,572.736,162.9921,-0.0339,1.0168,6728.2462,0.0334
