Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,IS ↑,FID ↓,LPIPS ↑,PSNR ↑,MS-SSIM ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,ddpm,100.0,71.4391,8045.4663,1.8402,1.6634,79.319,0.1891,11.6285,0.6067,0.7807,0.6447,0.122,0.3073
2,vae,62.0545,50.718,4821.2235,0.0166,1.8514,168.794,0.2125,13.1687,0.7038,0.004,0.0008,0.002,0.004
3,r1gan,53.3845,23.951,2122.9128,0.0087,2.7294,166.8245,0.269,12.1533,0.6083,0.0013,0.0003,0.0067,0.0013
4,vqvae,40.2961,4.8899,957.935,0.0157,2.4606,232.1922,0.2183,12.5273,0.6666,0.0,0.0,0.01,0.0
5,wgan_gp,39.9767,23.9471,2155.9101,0.009,2.9099,220.1228,0.2544,12.109,0.6033,0.0,0.0,0.0013,0.0
6,gan,39.8421,76.3651,4557.329,0.0263,2.2094,280.7685,0.3201,11.4334,0.4726,0.0,0.0,0.0,0.0
7,dcgan,39.6806,23.951,1511.2469,0.0102,1.9912,196.8897,0.221,12.1163,0.693,0.0,0.0,0.0,0.0
8,lsgan,39.6466,39.0898,3379.9492,0.0163,1.8638,207.4375,0.1955,12.077,0.7549,0.0,0.0,0.0,0.0
9,wgan_cp,39.4444,23.9471,568.975,0.0142,1.07,333.6258,0.0564,11.7531,0.9461,0.0,0.0,0.0,0.0
