Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,IS ↑,FID ↓,LPIPS ↑,PSNR ↑,MS-SSIM ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,ddpm,100.0,71.4391,6404.5825,3.5422,2.1828,132.5149,0.4264,9.8628,0.2109,0.17,0.0992,0.146,0.124
2,vae,47.2692,50.718,6054.8611,0.0365,1.8099,183.8985,0.1891,13.7607,0.7938,0.0,0.0,0.002,0.0
3,wgan_gp,47.1062,23.9471,3259.6499,0.08,3.3342,321.5406,0.2682,12.2244,0.6163,0.0,0.0,0.002,0.0
4,r1gan,40.1304,23.951,3202.5216,0.0389,3.2096,290.1239,0.2744,12.0768,0.6043,0.0,0.0,0.0,0.0
5,vqvae,40.0223,4.8899,1288.1074,0.0376,3.1229,328.486,0.2393,12.88,0.6778,0.0,0.0,0.0,0.0
6,gan,39.8135,76.3651,12038.2252,0.0466,2.1568,307.2191,0.3265,10.872,0.458,0.0,0.0,0.0,0.0
7,dcgan,39.6536,23.951,4948.746,0.062,2.0154,280.1096,0.2093,11.4904,0.7,0.0,0.0,0.0,0.0
8,wgan_cp,39.5718,23.9471,1297.6635,0.0555,1.273,330.3097,0.1265,13.2749,0.8407,0.0,0.0,0.0,0.0
9,lsgan,39.4444,39.0898,4249.4763,0.0335,1.4964,354.6316,0.0647,8.8045,0.9206,0.0,0.0,0.0,0.0
