Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,IS ↑,FID ↓,LPIPS ↑,PSNR ↑,MS-SSIM ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,vae,100.0,50.718,4601.1303,0.0109,1.6829,199.6442,0.1561,13.9361,0.8426,0.0007,0.0001,0.0007,0.0007
2,ddpm,44.7658,71.4391,5214.1568,1.8523,2.369,259.9218,0.5632,7.9886,0.1141,0.0,0.0,0.0,0.0
3,gan,40.469,76.3651,5629.172,0.0101,1.8901,333.2748,0.2521,8.7893,0.4517,0.0,0.0,0.0,0.0
4,dcgan,39.8549,23.951,1684.7643,0.015,1.7592,287.4689,0.1704,11.896,0.778,0.0,0.0,0.0,0.0
5,r1gan,39.4617,23.951,858.6809,0.0099,1.7995,334.555,0.1881,9.935,0.7306,0.0,0.0,0.0,0.0
6,vqvae,39.4125,4.8899,57.8195,0.0218,1.6141,335.1709,0.1946,12.6322,0.7161,0.0,0.0,0.0,0.0
7,wgan_cp,39.337,23.9471,277.0681,0.0127,1.2425,302.3005,0.1636,12.6384,0.8085,0.0,0.0,0.0,0.0
8,wgan_gp,39.2283,23.9471,169.9499,0.0106,1.2536,316.6034,0.167,11.2698,0.7976,0.0,0.0,0.0,0.0
9,lsgan,38.8889,39.0898,862.6967,0.0139,1.0171,361.3282,0.0104,7.0137,0.987,0.0,0.0,0.0,0.0
