Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver_pp,82.333,1.7411,6681.8036,0.1936,0.3318,0.5241,72.3114,0.6665,0.464,9.857,0.7406
2,transolver,63.0527,3.7787,4596.5702,0.2075,0.3241,0.5083,77.8764,0.6936,0.4494,9.7148,0.6799
3,regdgcnn,51.9549,1.4418,8322.2282,0.2611,0.3635,0.5862,71.1564,0.5741,0.5181,10.1699,0.8125
4,geofno,51.9111,1.5458,4664.4357,0.6427,0.4208,0.6395,94.1856,0.6015,0.5691,11.3747,0.5994
5,pointnet,49.7952,3.6682,5468.7952,0.1901,0.4044,0.6275,92.9735,0.6139,0.5556,10.1798,0.6278
6,abupt,47.8176,8.7512,9877.0058,0.1626,0.2085,0.3705,53.812,0.8004,0.3711,6.9073,0.7502
