Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,regdgcnn,75.5245,1.4418,1024.1886,0.2246,0.4438,0.6902,85.7791,0.5178,0.6116,10.7611,0.7068
2,transolver,68.8739,3.7787,658.5869,0.2062,0.4263,0.6681,88.2284,0.5615,0.5901,10.5078,0.6925
3,transolver_pp,55.905,1.7411,762.2474,0.2934,0.4461,0.7182,84.7058,0.4841,0.635,10.8122,0.7275
4,pointnet,50.7823,3.6682,599.1799,0.2137,0.6382,0.9674,132.0014,0.2271,0.862,12.2857,0.3305
5,geofno,46.2331,1.5458,505.9737,0.5388,0.6017,0.8885,117.8314,0.3378,0.7886,12.7501,0.3882
6,abupt,45.656,8.7512,1387.1399,0.1659,0.2952,0.4952,72.8316,0.7087,0.4958,7.42,0.6669
