Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver_pp,82.6485,1.7411,3376.2192,0.6219,0.3766,0.5865,85.2448,0.6445,0.5191,9.8915,0.6408
2,regdgcnn,73.2045,1.4418,3931.1373,0.4964,0.3788,0.5975,78.7018,0.6172,0.5285,10.1842,0.709
3,transolver,54.1137,3.7787,3635.5514,0.8345,0.3733,0.5824,87.119,0.6474,0.5148,9.9008,0.6517
4,abupt,48.8108,8.7512,2133.4099,0.8287,0.2578,0.444,64.7755,0.751,0.4446,6.6825,0.7026
5,geofno,43.5069,1.5458,2119.5,0.7323,0.5329,0.7948,108.5621,0.4479,0.7053,12.1851,0.4905
6,pointnet,42.4344,3.6682,2946.42,0.6884,0.6018,0.8999,129.7512,0.3152,0.8027,11.7657,0.3708
