Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,IS ↑,FID ↓,LPIPS ↑,PSNR ↑,MS-SSIM ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,vae,87.4926,50.718,4293.643,0.0212,1.4381,158.9171,0.0854,18.1842,0.9073,0.024,0.0048,0.0,0.001
2,r1gan,70.4815,23.951,2414.3294,0.0367,2.0985,224.3268,0.2113,16.1665,0.6765,0.0,0.0,0.0,0.0
3,ddpm,55.9568,71.4391,5327.8842,3.5499,2.2345,205.1128,0.4661,10.302,0.2579,0.013,0.003,0.068,0.01
4,wgan_gp,48.6634,23.9471,2423.867,0.0413,1.988,290.0901,0.1646,17.0384,0.7362,0.0,0.0,0.0,0.0
5,wgan_cp,45.6916,23.9471,923.613,0.0262,1.1136,296.8168,0.0844,15.9634,0.9116,0.0,0.0,0.0,0.0
6,dcgan,42.3803,23.951,2191.4759,0.0274,1.5444,254.4965,0.0867,16.4082,0.886,0.0,0.0,0.0,0.0
7,vqvae,40.7273,4.8899,559.9233,0.1519,1.5406,352.679,0.107,17.3816,0.8486,0.0,0.0,0.0,0.0
8,gan,40.0767,76.3651,6411.9579,0.0316,1.6775,298.9279,0.2046,11.584,0.5713,0.0,0.0,0.0,0.0
9,lsgan,39.4444,39.0898,3544.0943,0.0233,1.0076,419.1724,0.0054,6.8969,0.9948,0.0,0.0,0.0,0.0
