Rank,domain,task,model,dataset,size,Group Key,Unified Score,Graph Density,Parameters (M) (Value),Parameters (M) (Rank),Parameters (M) (Weight),Training Time (s) (Value),Training Time (s) (Rank),Training Time (s) (Weight),Inference Time (s) (Value),Inference Time (s) (Rank),Inference Time (s) (Weight),MAE (Value),MAE (Rank),MAE (Weight),RMSE (Value),RMSE (Rank),RMSE (Weight),MAPE (%) (Value),MAPE (%) (Rank),MAPE (%) (Weight),R² (Value),R² (Rank),R² (Weight),Rel-L2 (Value),Rel-L2 (Rank),Rel-L2 (Weight),MaxAE (Value),MaxAE (Rank),MaxAE (Weight),MAC (Value),MAC (Rank),MAC (Weight)
1,dimension_3d,evaluation,transolver,deepjeb_3d_2d,S,vertical::disp_z,100.0,0.5,3.7788,4,0.1365,704.3731,2,0.2001,0.2238,1,0.1133,0.2515,2,0.0741,0.3966,2,0.0741,45.0115,2,0.0741,0.8831,2,0.0741,0.3348,2,0.0741,4.4658,1,0.1053,0.9126,2.0,0.0741
1,dimension_3d,evaluation,transolver,deepjeb_3d_2d,S,vertical::stress,100.0,0.5,3.7788,4,0.1198,704.3731,2,0.2036,0.2238,1,0.2908,0.5441,2,0.0646,0.8206,2,0.0646,88.1291,2,0.0646,0.5535,2,0.0646,0.6681,2,0.0646,22.0191,3,0.0626,,,0.0
1,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,XL,diagonal::disp_x,100.0,0.5,1.7412,2,0.1432,6636.7077,3,0.1606,0.2243,2,0.0898,0.2633,2,0.0768,0.4054,2,0.0768,59.8914,3,0.0779,0.8583,2,0.0768,0.3681,2,0.0768,7.2417,4,0.1432,0.9341,3.0,0.0779
1,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,XL,diagonal::disp_y,100.0,0.5,1.7412,2,0.1656,6636.7077,3,0.171,0.2243,2,0.0982,0.1341,1,0.0828,0.2667,2,0.0736,44.5364,1,0.0828,0.9434,2,0.0736,0.2378,2,0.0736,7.3824,4,0.1019,0.9341,3.0,0.0768
1,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,XL,diagonal::disp_z,100.0,0.5,1.7412,2,0.1178,6636.7077,3,0.1623,0.2243,2,0.1251,0.2381,3,0.078,0.2942,3,0.078,49.6572,4,0.1112,0.9296,3,0.078,0.2529,3,0.078,3.1935,2,0.0858,0.9341,3.0,0.0858
1,dimension_3d,evaluation,regdgcnn,deepjeb_3d_2d,XL,diagonal::stress,100.0,0.5,1.4418,1,0.0986,10127.5625,5,0.1341,0.2502,3,0.1857,0.3888,2,0.0792,0.6265,2,0.0792,69.9738,2,0.0792,0.7218,2,0.0792,0.5218,2,0.0792,18.5112,1,0.1857,,,0.0
1,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,XL,horizontal::disp_x,100.0,0.45,1.7412,2,0.1666,6664.5349,3,0.1179,0.2214,2,0.1464,0.1621,1,0.0863,0.2188,1,0.0755,46.3245,3,0.0755,0.9638,1,0.0755,0.1858,1,0.0755,4.5137,3,0.0929,0.9451,2.0,0.0879
1,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,XL,horizontal::disp_y,100.0,0.45,1.7412,2,0.1746,6664.5349,3,0.1218,0.2214,2,0.1871,0.2354,2,0.0718,0.4231,2,0.0718,57.2365,2,0.0718,0.8682,2,0.0718,0.363,2,0.0718,12.714,4,0.0859,0.9451,2.0,0.0718
1,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,XL,horizontal::disp_z,100.0,0.45,1.7412,2,0.1478,6664.5349,3,0.1348,0.2214,2,0.1637,0.085,1,0.0751,0.1716,1,0.0739,18.3274,2,0.0764,0.9795,1,0.0739,0.143,1,0.0739,3.9128,2,0.1041,0.9451,2.0,0.0764
1,dimension_3d,evaluation,transolver,deepjeb_3d_2d,XL,horizontal::stress,100.0,0.45,3.7788,4,0.224,5347.9385,1,0.1468,0.2219,3,0.1935,0.314,1,0.0709,0.6088,2,0.0747,55.1961,1,0.0709,0.7562,2,0.0747,0.4937,2,0.0747,21.6391,4,0.0698,,,0.0
1,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,XL,mode_shape_1::mode_x,100.0,0.5,1.741,2,0.2075,5712.8321,3,0.0912,0.1939,2,0.1052,0.8743,3,0.0825,1.2152,3,0.0837,155.108,3,0.0857,-0.0396,3,0.0837,1.0196,3,0.0837,15.7102,3,0.0912,0.4753,3.0,0.0857
1,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,XL,mode_shape_1::mode_y,100.0,0.5,1.741,2,0.1946,5712.8321,3,0.0927,0.1939,2,0.1031,0.7995,3,0.0816,1.1934,3,0.0827,158.5122,3,0.0847,-0.0473,3,0.0827,1.0234,3,0.0827,15.1651,1,0.1105,0.4753,3.0,0.0847
1,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,XL,mode_shape_1::mode_z,100.0,0.5,1.741,2,0.1676,5712.8321,3,0.1016,0.1939,2,0.0972,0.9821,3,0.0808,1.2382,3,0.0808,158.9583,3,0.0808,-0.0429,3,0.0808,1.0212,3,0.0808,8.099,4,0.149,0.4753,3.0,0.0808
1,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,XL,mode_shape_2::mode_x,100.0,0.45,1.741,2,0.159,5726.7016,3,0.0753,0.1944,2,0.0817,0.9029,3,0.0706,1.2007,3,0.0706,173.5272,3,0.0706,-0.0566,3,0.0706,1.0279,3,0.0706,12.7042,1,0.2601,0.2233,3.0,0.0706
1,dimension_3d,evaluation,transolver,deepjeb_3d_2d,XL,mode_shape_2::mode_y,100.0,0.45,3.7785,4,0.1509,3409.3508,2,0.1015,0.196,3,0.1197,0.6412,2,0.0882,1.1092,1,0.0896,184.7929,4,0.0882,0.0001,1,0.0949,1.0,1,0.0896,25.6264,2,0.0892,0.0568,4.0,0.0882
1,dimension_3d,evaluation,transolver,deepjeb_3d_2d,XL,mode_shape_2::mode_z,100.0,0.45,3.7785,4,0.1754,3409.3508,2,0.0957,0.196,3,0.11,0.8707,1,0.0957,1.1682,1,0.0877,190.8016,4,0.0867,0.0001,1,0.0877,0.9999,1,0.0877,6.7869,2,0.0867,0.0568,4.0,0.0867
1,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,XL,torsion::disp_x,100.0,0.45,1.7412,2,0.1955,6364.3345,3,0.102,0.2146,2,0.1268,0.0736,2,0.0722,0.1676,2,0.0722,35.4192,1,0.0869,0.9782,2,0.0722,0.1475,2,0.0722,5.1049,4,0.1268,0.987,2.0,0.0733
1,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,XL,torsion::disp_y,100.0,0.45,1.7412,2,0.1406,6364.3345,3,0.1486,0.2146,2,0.1858,0.0807,2,0.0765,0.1773,1,0.0733,38.6179,1,0.0733,0.9732,1,0.0733,0.1635,1,0.0733,7.373,1,0.0743,0.987,2.0,0.0813
1,dimension_3d,evaluation,transolver,deepjeb_3d_2d,XL,torsion::disp_z,100.0,0.45,3.7788,4,0.1335,4198.5873,1,0.1272,0.215,3,0.1908,0.1007,1,0.0732,0.1967,1,0.0732,45.3739,2,0.0921,0.971,1,0.0732,0.1703,1,0.0732,3.9664,2,0.0905,0.9878,1.0,0.0732
1,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,XL,torsion::stress,100.0,0.5,1.7412,2,0.1624,6364.3345,3,0.1109,0.2146,2,0.1568,0.235,2,0.0827,0.4764,2,0.0827,66.7885,1,0.0827,0.8228,2,0.0827,0.421,2,0.0827,21.0303,1,0.1568,,,0.0
1,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,XL,vertical::disp_x,100.0,0.5,1.7412,2,0.1587,6619.7429,3,0.1343,0.2221,2,0.1637,0.0909,1,0.0738,0.168,1,0.0738,24.9716,2,0.0818,0.9793,1,0.0738,0.1431,1,0.0738,3.814,1,0.0845,0.9742,2.0,0.0818
1,dimension_3d,evaluation,transolver,deepjeb_3d_2d,XL,vertical::disp_y,100.0,0.45,3.7788,4,0.1621,5756.0309,2,0.1621,0.2222,3,0.1396,0.1243,1,0.0739,0.2441,1,0.0773,46.2959,1,0.0739,0.9527,1,0.0773,0.2176,1,0.0773,5.8918,2,0.0824,0.9768,1.0,0.0739
1,dimension_3d,evaluation,transolver,deepjeb_3d_2d,XL,vertical::disp_z,100.0,0.5,3.7788,4,0.1389,5756.0309,2,0.1015,0.2222,3,0.091,0.1649,1,0.08,0.2171,2,0.0733,37.2092,3,0.1885,0.965,2,0.0733,0.1832,2,0.0733,3.1422,1,0.0825,0.9768,1.0,0.0977
1,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,XL,vertical::stress,100.0,0.5,1.7412,2,0.2204,6619.7429,3,0.1336,0.2221,2,0.1336,0.3319,2,0.0773,0.5808,2,0.0773,58.5645,2,0.0773,0.7763,2,0.0773,0.4729,2,0.0773,16.0685,1,0.1259,,,0.0
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,L,pressure::pressure,100.0,0.5,3.778,4,0.1573,3981.4514,4,0.0903,0.1352,2,0.2394,0.0909,1,0.081,0.152,1,0.081,37.9047,1,0.081,0.9769,1,0.081,0.1521,1,0.081,7.447,1,0.108,,,0.0
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,L,pv_coupled::pressure,100.0,0.5,3.7788,4,0.1901,2511.415,1,0.1164,0.1386,3,0.1358,0.1269,3,0.0878,0.2083,3,0.0878,46.9711,3,0.0878,0.9565,3,0.0878,0.2085,3,0.0878,7.3234,2,0.1188,,,0.0
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,L,pv_coupled::velocity_x,100.0,0.5,3.7788,4,0.122,2511.415,1,0.1151,0.1386,3,0.1034,0.1649,3,0.0792,0.2632,2,0.0814,34.5471,3,0.0984,0.9306,2,0.0814,0.2634,2,0.0814,2.6665,1,0.1453,0.7245,2.0,0.0924
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,L,pv_coupled::velocity_y,100.0,0.5,3.7788,4,0.1086,2511.415,1,0.2033,0.1386,3,0.0863,0.4536,2,0.0798,0.8159,2,0.0798,112.0712,4,0.1106,0.3308,2,0.0798,0.818,2,0.0798,9.6081,2,0.0913,0.7245,2.0,0.0808
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,L,pv_coupled::velocity_z,100.0,0.5,3.7788,4,0.1196,2511.415,1,0.2143,0.1386,3,0.1118,0.1944,2,0.0902,0.3302,1,0.0714,53.7458,2,0.0902,0.891,1,0.0714,0.3301,1,0.0714,6.052,1,0.0779,0.7245,2.0,0.0816
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,L,velocity::velocity_x,100.0,0.5,3.7785,4,0.1256,2753.733,1,0.1279,0.1409,3,0.1377,0.1728,3,0.0852,0.273,3,0.0852,35.773,3,0.0852,0.9254,3,0.0852,0.2731,3,0.0852,3.1213,3,0.0884,0.7205,2.0,0.0942
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,L,velocity::velocity_y,100.0,0.5,3.7785,4,0.0749,2753.733,1,0.1648,0.1409,3,0.186,0.4511,2,0.0749,0.8184,1,0.0801,109.7048,3,0.0961,0.3267,1,0.0801,0.8205,1,0.0801,9.5569,1,0.0861,0.7205,2.0,0.0769
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,L,velocity::velocity_z,100.0,0.5,3.7785,4,0.111,2753.733,1,0.1152,0.1409,3,0.185,0.1982,3,0.0848,0.3383,3,0.0763,53.1364,2,0.1001,0.8856,3,0.0763,0.3383,3,0.0763,6.2223,3,0.0911,0.7205,2.0,0.0837
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,M,pressure::pressure,100.0,0.5,3.778,4,0.1601,2215.2124,4,0.1288,0.1367,3,0.1956,0.1195,1,0.0866,0.2132,1,0.0866,43.2804,1,0.0866,0.9544,1,0.0866,0.2135,1,0.0866,7.5807,1,0.0825,,,0.0
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,M,pv_coupled::pressure,100.0,0.5,3.7788,4,0.1182,1587.9518,1,0.2107,0.1401,3,0.1127,0.1325,1,0.0881,0.2219,1,0.0769,46.1348,1,0.0881,0.9507,1,0.0769,0.2221,1,0.0769,8.0609,3,0.1514,,,0.0
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,M,pv_coupled::velocity_x,100.0,0.5,3.7788,4,0.0867,1587.9518,1,0.2286,0.1401,3,0.1093,0.1734,1,0.068,0.2753,1,0.068,35.6266,1,0.068,0.9241,1,0.068,0.2755,1,0.068,3.5681,3,0.1676,0.7108,1.0,0.068
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,M,pv_coupled::velocity_y,100.0,0.5,3.7788,4,0.1027,1587.9518,1,0.2023,0.1401,3,0.1171,0.4554,2,0.0795,0.8316,2,0.0795,105.5713,1,0.0878,0.3047,2,0.0795,0.8338,2,0.0795,9.6221,2,0.0845,0.7108,1.0,0.0878
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,M,pv_coupled::velocity_z,100.0,0.5,3.7788,4,0.1366,1587.9518,1,0.1731,0.1401,3,0.1527,0.2121,2,0.0811,0.3477,1,0.0742,56.3963,2,0.0811,0.8791,1,0.0742,0.3477,1,0.0742,6.2646,3,0.0787,0.7108,1.0,0.0742
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,M,velocity::velocity_x,100.0,0.5,3.7785,4,0.1889,1424.139,1,0.1005,0.1386,3,0.0903,0.1982,4,0.0809,0.3064,4,0.0799,39.7901,4,0.0809,0.906,4,0.0799,0.3066,4,0.0799,2.5872,1,0.1113,0.6987,2.0,0.1075
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,M,velocity::velocity_y,100.0,0.5,3.7785,4,0.091,1424.139,1,0.1734,0.1386,3,0.091,0.4607,2,0.0771,0.8335,2,0.0771,118.3968,4,0.1585,0.3016,2,0.0771,0.8357,2,0.0771,9.538,1,0.1009,0.6987,2.0,0.0771
1,dimension_3d,evaluation,transolver_pp,drivaernet_3d_2d,M,velocity::velocity_z,100.0,0.5,1.741,2,0.1453,1982.8411,3,0.1487,0.1385,2,0.1059,0.2129,1,0.0919,0.3614,2,0.0811,56.0895,1,0.0919,0.8694,2,0.0811,0.3614,2,0.0811,6.203,2,0.0811,0.69,3.0,0.0919
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,S,pressure::pressure,100.0,0.5,3.778,4,0.1159,1054.1426,3,0.1604,0.2393,2,0.1098,0.1709,3,0.0907,0.2876,3,0.0907,53.8627,3,0.0907,0.9171,3,0.0907,0.288,3,0.0907,9.2033,3,0.1604,,,0.0
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,S,pv_coupled::pressure,100.0,0.5,3.7788,4,0.2267,679.0223,2,0.1512,0.1539,3,0.1018,0.1627,1,0.1018,0.2757,1,0.0792,52.4863,1,0.1018,0.9238,1,0.0792,0.276,1,0.0792,6.8594,1,0.0792,,,0.0
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,S,pv_coupled::velocity_x,100.0,0.5,3.7788,4,0.1478,679.0223,2,0.136,0.1539,3,0.1079,0.2062,1,0.0839,0.3168,1,0.0839,40.7605,1,0.0839,0.8995,1,0.0839,0.317,1,0.0839,3.2079,3,0.1046,0.6785,1.0,0.0839
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,S,pv_coupled::velocity_y,100.0,0.5,3.7788,4,0.1339,679.0223,2,0.112,0.1539,3,0.1076,0.4852,2,0.0819,0.8568,1,0.0773,123.1972,3,0.1277,0.262,1,0.0773,0.859,1,0.0773,9.7347,1,0.1277,0.6785,1.0,0.0773
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,S,pv_coupled::velocity_z,100.0,0.5,3.7788,4,0.1375,679.0223,2,0.1447,0.1539,3,0.1309,0.2411,1,0.0859,0.3866,1,0.0743,61.3415,2,0.11,0.8506,1,0.0743,0.3865,1,0.0743,6.2764,1,0.0917,0.6785,1.0,0.0764
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,S,velocity::velocity_x,100.0,0.5,3.7785,4,0.1062,659.7909,1,0.2321,0.1384,3,0.1011,0.2458,2,0.0774,0.3666,2,0.0774,47.7142,3,0.0803,0.8654,2,0.0774,0.3668,2,0.0774,3.1936,4,0.0935,0.6563,2.0,0.0774
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,S,velocity::velocity_y,100.0,0.5,3.7785,4,0.0934,659.7909,1,0.1718,0.1384,3,0.1024,0.4718,2,0.0783,0.8596,2,0.0729,119.5019,2,0.1183,0.2572,2,0.0729,0.8619,2,0.0729,9.733,1,0.1439,0.6563,2.0,0.0729
1,dimension_3d,evaluation,transolver_pp,drivaernet_3d_2d,S,velocity::velocity_z,100.0,0.5,1.741,2,0.1025,850.9813,3,0.1945,0.1363,2,0.1064,0.2641,2,0.0752,0.4267,3,0.0762,64.0835,1,0.094,0.818,3,0.0762,0.4266,3,0.0762,7.3608,1,0.1226,0.6041,3.0,0.0762
1,dimension_3d,evaluation,transolver_pp,drivaernet_3d_2d,XL,pressure::pressure,100.0,0.45,1.7405,2,0.156,7584.5356,2,0.1872,0.1356,2,0.2034,0.0721,1,0.0743,0.1206,1,0.0743,32.0136,1,0.0743,0.9854,1,0.0743,0.1208,1,0.0743,6.3391,1,0.0821,,,0.0
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,XL,pv_coupled::pressure,100.0,0.5,3.7788,4,0.2171,4353.7896,1,0.1131,0.1382,2,0.1324,0.1119,3,0.081,0.183,3,0.081,41.3268,3,0.081,0.9664,3,0.081,0.1832,3,0.081,6.6278,1,0.1324,,,0.0
1,dimension_3d,evaluation,transolver_pp,drivaernet_3d_2d,XL,pv_coupled::velocity_x,100.0,0.5,1.7412,2,0.1182,7642.1878,4,0.1096,0.1423,3,0.1116,0.1399,2,0.0783,0.2383,2,0.0783,29.5203,1,0.0927,0.9432,2,0.0783,0.2384,2,0.0783,2.8671,1,0.1674,0.6892,3.0,0.0874
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,XL,pv_coupled::velocity_y,100.0,0.5,3.7788,4,0.0753,4353.7896,1,0.1303,0.1382,2,0.1236,0.4396,2,0.079,0.8028,2,0.079,108.5577,4,0.1236,0.3522,2,0.079,0.8049,2,0.079,10.1075,3,0.1555,0.738,2.0,0.0753
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,XL,pv_coupled::velocity_z,100.0,0.5,3.7788,4,0.114,4353.7896,1,0.1512,0.1382,2,0.125,0.1831,3,0.0823,0.3114,2,0.0812,49.8625,3,0.1016,0.9031,2,0.0812,0.3113,2,0.0812,6.0797,1,0.0956,0.738,2.0,0.0867
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,XL,velocity::velocity_x,100.0,0.5,3.7785,4,0.1072,4986.0505,1,0.13,0.1375,3,0.094,0.1459,3,0.086,0.2375,2,0.0804,31.1,3,0.086,0.9435,2,0.0804,0.2377,2,0.0804,2.5055,1,0.1697,0.7395,2.0,0.086
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,XL,velocity::velocity_y,100.0,0.5,3.7785,4,0.0815,4986.0505,1,0.1854,0.1375,3,0.096,0.439,2,0.0768,0.8021,2,0.0768,102.0006,2,0.0827,0.3532,2,0.0768,0.8042,2,0.0768,10.5693,3,0.168,0.7395,2.0,0.0791
1,dimension_3d,evaluation,transolver,drivaernet_3d_2d,XL,velocity::velocity_z,100.0,0.5,3.7785,4,0.1242,4986.0505,1,0.1545,0.1375,3,0.1005,0.1829,3,0.0823,0.3141,2,0.0792,50.062,3,0.0823,0.9014,2,0.0792,0.314,2,0.0792,6.3483,2,0.132,0.7395,2.0,0.0868
2,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,L,diagonal::disp_x,99.5384,0.45,1.7412,2,0.1912,3383.6801,3,0.1245,0.2213,2,0.1487,0.308,2,0.0744,0.4784,2,0.0744,66.9657,2,0.0744,0.8026,2,0.0744,0.4344,2,0.0744,7.0277,2,0.0799,0.9005,3.0,0.0837
2,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,L,diagonal::disp_y,92.803,0.45,1.7412,2,0.1738,3383.6801,3,0.1593,0.2213,2,0.1124,0.1803,2,0.0856,0.3546,3,0.0775,52.5448,2,0.0856,0.9,3,0.0775,0.3162,3,0.0775,8.1148,3,0.0754,0.9005,3.0,0.0754
2,dimension_3d,evaluation,regdgcnn,deepjeb_3d_2d,L,diagonal::disp_z,77.025,0.45,1.4418,1,0.1203,9711.9899,5,0.1564,1.397,5,0.1026,0.2303,1,0.0792,0.3193,1,0.0792,44.2146,1,0.1455,0.917,1,0.0792,0.2746,1,0.0792,3.3543,1,0.0792,0.9144,1.0,0.0792
2,dimension_3d,evaluation,transolver,deepjeb_3d_2d,L,diagonal::stress,91.9842,0.45,3.7788,4,0.1907,2553.9346,1,0.1369,0.2243,3,0.1443,0.4078,1,0.0875,0.6547,1,0.0875,73.5487,1,0.0875,0.6962,1,0.0875,0.5453,1,0.0875,19.6645,3,0.0905,,,0.0
2,dimension_3d,evaluation,transolver,deepjeb_3d_2d,L,horizontal::disp_x,87.3171,0.45,3.7788,4,0.1119,2953.1207,1,0.1953,0.2259,3,0.1307,0.198,3,0.0731,0.2764,3,0.0731,52.3294,2,0.0816,0.9422,3,0.0731,0.2347,3,0.0731,5.3137,2,0.0941,0.9263,2.0,0.0941
2,dimension_3d,evaluation,transolver,deepjeb_3d_2d,L,horizontal::disp_y,93.8424,0.45,3.7788,4,0.1534,2953.1207,1,0.1602,0.2259,3,0.2308,0.2775,2,0.0651,0.4804,2,0.0651,64.615,2,0.0651,0.8301,2,0.0651,0.4122,2,0.0651,11.7756,2,0.0651,0.9263,2.0,0.0651
2,dimension_3d,evaluation,transolver,deepjeb_3d_2d,L,horizontal::disp_z,95.1759,0.45,3.7788,4,0.1404,2953.1207,1,0.1649,0.2259,3,0.1992,0.1066,2,0.0697,0.2196,2,0.0697,20.8799,2,0.0697,0.9664,2,0.0697,0.183,2,0.0697,4.3316,3,0.0771,0.9263,2.0,0.0697
2,dimension_3d,evaluation,transolver,deepjeb_3d_2d,L,horizontal::stress,51.5796,0.5,3.7788,4,0.1797,2953.1207,1,0.1146,0.2259,3,0.1811,0.3606,1,0.0792,0.6682,2,0.0764,61.6746,1,0.0792,0.7063,2,0.0764,0.5419,2,0.0764,20.6568,5,0.1369,,,0.0
2,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,L,mode_shape_1::mode_x,76.2066,0.45,1.741,2,0.2005,2917.6898,3,0.0887,0.1945,3,0.0887,0.8655,3,0.0865,1.2058,3,0.0865,172.4133,3,0.0887,-0.0236,3,0.0865,1.0117,3,0.0865,15.756,3,0.0887,0.2111,3.0,0.0988
2,dimension_3d,evaluation,transolver,deepjeb_3d_2d,L,mode_shape_1::mode_y,82.4059,0.45,3.7785,4,0.134,2034.7117,1,0.0913,0.1944,2,0.0901,0.7901,1,0.0884,1.1661,1,0.0852,195.3044,4,0.0901,0.0001,1,0.0879,1.0,1,0.0852,15.2164,3,0.1366,0.0168,4.0,0.1111
2,dimension_3d,evaluation,pointnet,deepjeb_3d_2d,L,mode_shape_1::mode_z,98.3066,0.35,3.6681,3,0.2043,2573.1286,2,0.0891,0.1911,1,0.0872,0.9804,1,0.0859,1.2124,1,0.0872,199.5773,5,0.0872,0.0,1,0.0872,1.0,1,0.0859,8.0512,2,0.0891,0.0095,5.0,0.097
2,dimension_3d,evaluation,pointnet,deepjeb_3d_2d,L,mode_shape_2::mode_x,76.7726,0.45,3.6681,3,0.1544,1528.4306,1,0.1178,0.1913,1,0.0837,0.8863,1,0.0837,1.168,1,0.0837,199.1987,5,0.0837,0.0,1,0.0837,1.0,1,0.0837,13.5615,4,0.1418,0.0004,5.0,0.0837
2,dimension_3d,evaluation,pointnet,deepjeb_3d_2d,L,mode_shape_2::mode_y,77.814,0.45,3.6681,3,0.1567,1528.4306,1,0.1219,0.1913,1,0.0904,0.6409,1,0.0883,1.1092,1,0.0883,199.6348,5,0.0904,0.0,1,0.0883,1.0,1,0.0883,25.5523,2,0.0972,0.0004,5.0,0.0904
2,dimension_3d,evaluation,pointnet,deepjeb_3d_2d,L,mode_shape_2::mode_z,88.0591,0.45,3.6681,3,0.1454,1528.4306,1,0.126,0.1913,1,0.0922,0.8708,2,0.09,1.1683,2,0.09,198.985,5,0.0922,0.0,2,0.09,1.0,2,0.09,6.7792,1,0.0922,0.0004,5.0,0.0922
2,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,L,torsion::disp_x,60.1553,0.5,1.7412,2,0.1698,3248.8492,4,0.1539,0.2142,3,0.1589,0.0859,2,0.0704,0.1853,2,0.0704,40.1017,1,0.0758,0.9734,2,0.0704,0.1631,2,0.0704,5.2528,3,0.0807,0.9817,2.0,0.0794
2,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,L,torsion::disp_y,64.2213,0.5,1.7412,2,0.2048,3248.8492,4,0.1328,0.2142,3,0.182,0.0972,2,0.0673,0.2046,2,0.0673,46.162,2,0.0673,0.9644,2,0.0673,0.1887,2,0.0673,6.9707,3,0.0692,0.9817,2.0,0.0745
2,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,L,torsion::disp_z,59.5575,0.5,1.7412,2,0.1407,3248.8492,4,0.1785,0.2142,3,0.2321,0.1249,2,0.0636,0.2401,2,0.0636,48.8347,2,0.0673,0.9568,2,0.0636,0.2078,2,0.0636,4.3852,2,0.0636,0.9817,2.0,0.0636
2,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,L,torsion::stress,62.3804,0.5,1.7412,2,0.1394,3248.8492,4,0.2125,0.2142,3,0.194,0.2732,2,0.0744,0.5249,2,0.0744,76.7536,1,0.0783,0.7848,2,0.0744,0.4639,2,0.0744,22.6089,5,0.0783,,,0.0
2,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,L,vertical::disp_x,67.7929,0.5,1.7412,2,0.1724,3382.4872,3,0.1494,0.224,2,0.1455,0.1038,1,0.0723,0.1905,1,0.0723,26.6865,2,0.0712,0.9734,1,0.0723,0.1622,1,0.0723,4.5703,2,0.098,0.9619,2.0,0.0746
2,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,L,vertical::disp_y,60.7095,0.5,1.7412,2,0.1547,3382.4872,3,0.154,0.224,2,0.1719,0.174,1,0.0691,0.3441,1,0.0691,57.3784,1,0.0794,0.9059,1,0.0691,0.3068,1,0.0691,7.2403,3,0.0914,0.9619,2.0,0.0722
2,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,L,vertical::disp_z,61.8276,0.5,1.7412,2,0.1934,3382.4872,3,0.1369,0.224,2,0.1581,0.1918,3,0.0763,0.2634,3,0.0706,41.1179,3,0.0706,0.9484,3,0.0706,0.2223,3,0.0706,3.3681,2,0.0764,0.9619,2.0,0.0764
2,dimension_3d,evaluation,transolver_pp,deepjeb_3d_2d,L,vertical::stress,62.9249,0.5,1.7412,2,0.1735,3382.4872,3,0.1666,0.224,2,0.1997,0.3863,1,0.0754,0.6404,1,0.0754,66.413,1,0.0754,0.7281,1,0.0754,0.5214,1,0.0754,16.4953,1,0.0831,,,0.0
2,dimension_3d,evaluation,transolver,deepjeb_3d_2d,M,diagonal::disp_x,75.0569,0.45,3.7788,4,0.1761,1376.8831,2,0.1527,0.2223,2,0.1908,0.3356,1,0.0673,0.553,1,0.0673,70.0536,2,0.0763,0.7363,1,0.0673,0.5021,1,0.0673,7.1258,2,0.0673,0.8712,1.0,0.0673
