Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,88.5988,3.7787,658.5869,0.2062,0.4263,0.6681,88.2284,0.5615,0.5901,10.5078,0.6925
2,regdgcnn,61.1175,1.4418,1024.1886,0.2246,0.4438,0.6902,85.7791,0.5178,0.6116,10.7611,0.7068
3,pointnet,52.1015,3.6682,599.1799,0.2137,0.6382,0.9674,132.0014,0.2271,0.862,12.2857,0.3305
4,transolver_pp,51.158,1.7411,762.2474,0.2934,0.4461,0.7182,84.7058,0.4841,0.635,10.8122,0.7275
5,abupt,42.019,8.7512,1346.0225,0.2212,0.4945,0.7698,95.6537,0.4576,0.6786,11.4093,0.6699
