Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,96.7435,3.7787,2407.7249,0.1946,0.3467,0.5414,82.5945,0.6741,0.4789,9.5136,0.6649
2,transolver_pp,68.9209,1.7411,3403.9235,0.1943,0.3528,0.5543,78.5404,0.6524,0.4908,9.6937,0.6881
3,pointnet,48.8606,3.6682,2926.8136,0.1905,0.4783,0.7321,105.2234,0.5193,0.6469,10.868,0.5609
4,regdgcnn,46.8487,1.4418,4479.0358,0.388,0.3872,0.609,77.4161,0.5841,0.539,9.7423,0.7419
5,abupt,43.6042,8.7512,4807.1861,0.2218,0.3882,0.6001,82.3155,0.6241,0.5291,9.8668,0.7335
