Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,regdgcnn,98.1609,1.4418,11611.0051,0.371,0.2886,0.4655,60.6349,0.82,0.4047,9.2155,0.9126
2,transolver,73.6681,3.7788,7621.5985,1.0989,0.2918,0.4568,61.7796,0.8262,0.3966,9.2644,0.9072
3,transolver_pp,72.6252,1.7412,14049.8298,1.701,0.2946,0.4645,62.0062,0.8212,0.4033,9.5792,0.9059
4,pointnet,37.7715,3.6682,6540.4073,1.5252,0.4408,0.6974,80.7172,0.5966,0.6066,11.3251,0.8118
5,geofno,35.5,1.5458,4927.8034,0.3259,0.4722,0.71,89.6591,0.5902,0.6178,11.9423,0.7202
