Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,IS ↑,FID ↓,LPIPS ↑,PSNR ↑,MS-SSIM ↓,Precision ↑,Density ↑,Recall ↑,Coverage ↑
1,ddpm,100.0,71.4391,4046.2919,1.5271,1.5615,133.0562,0.1125,15.5297,0.8074,0.768,0.3964,0.098,0.492
2,r1gan,58.0558,23.951,201.1042,0.001,1.4218,94.3462,0.1195,20.481,0.7753,0.002,0.0004,0.002,0.002
3,vae,47.3438,50.718,1740.6004,0.0047,1.2368,78.2586,0.0593,21.9312,0.879,0.382,0.1552,0.0,0.102
4,vqvae,43.6109,4.8899,238.157,0.0064,1.4623,69.8645,0.0918,21.3261,0.817,0.084,0.0184,0.0,0.022
5,wgan_gp,41.0077,23.9471,129.772,0.0015,1.3554,91.8989,0.1179,20.7232,0.7784,0.002,0.0004,0.0,0.002
6,dcgan,40.5945,23.951,512.7681,0.0049,1.3587,105.5629,0.1151,20.7308,0.7942,0.002,0.0004,0.0,0.002
7,lsgan,40.3368,39.0898,1219.626,0.0058,1.277,115.9215,0.0942,20.7775,0.8103,0.0,0.0,0.0,0.0
8,gan,40.0,76.3651,2077.9692,0.0057,1.2409,178.0813,0.0854,19.7583,0.8802,0.0,0.0,0.0,0.0
9,wgan_cp,39.0,23.9471,236.3978,0.0098,1.1399,279.2156,0.0504,18.9677,0.9569,0.0,0.0,0.0,0.0
