Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,transolver,100.0,3.778,3525.3537,1.236,0.073,0.1216,32.2263,0.9852,0.1218,6.3491,
2,regdgcnn,59.2586,1.4414,5982.5599,0.8045,0.0905,0.1419,36.0833,0.9798,0.1421,8.4353,
3,transolver_pp,52.3551,1.7405,4229.2012,2.0594,0.0716,0.1217,31.5286,0.9852,0.1218,6.6844,
4,abupt,41.7559,8.7512,7154.6635,0.8276,0.1134,0.1871,43.783,0.9649,0.1874,6.7951,
5,pointnet,40.8584,3.6678,1960.4863,1.3576,0.1558,0.2592,49.9926,0.9326,0.2595,8.656,
6,geofno,40.0,1.5454,1869.651,0.7801,0.2179,0.3497,63.1223,0.8774,0.3501,8.9368,
