Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,regdgcnn,100.0,1.4414,1779.8396,0.2869,0.1456,0.2379,48.0454,0.9433,0.2382,8.5804,
2,transolver,60.2331,3.778,1054.1426,0.2393,0.1709,0.2876,53.8627,0.9171,0.288,9.2033,
3,transolver_pp,47.9127,1.7405,848.7991,0.303,0.1651,0.2855,52.1056,0.9183,0.2858,9.8692,
4,abupt,43.4827,8.7512,1379.5902,0.1639,0.2519,0.3993,70.3114,0.8402,0.3998,9.0653,
5,pointnet,40.8473,3.6678,884.3995,0.2622,0.4199,0.6235,89.6744,0.6103,0.6243,9.6248,
6,geofno,40.0,1.5454,1262.0971,1.6639,0.3207,0.4883,79.6556,0.761,0.4888,9.2564,
