Rank,Model,Total Score,Parameters (M) ↓,Training Time (s) ↓,Inference Time (s) ↓,MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
1,abupt,99.6879,8.7512,2135.7195,0.8283,0.2835,0.4902,68.7749,0.7004,0.4909,6.3622,0.7083
2,regdgcnn,75.6258,1.4417,1575.8727,0.8023,0.3034,0.5218,70.3233,0.6698,0.5225,6.4579,0.6813
3,transolver,51.5872,3.7785,1096.945,1.3823,0.2958,0.5018,73.2419,0.6882,0.5025,6.7362,0.6978
4,transolver_pp,48.3936,1.741,1397.2178,2.0295,0.2965,0.512,70.6116,0.6777,0.5128,6.8923,0.6887
5,geofno,39.9492,1.5457,450.0627,0.7795,0.4195,0.6602,92.1477,0.5378,0.661,7.78,0.5459
6,pointnet,36.4444,3.6681,509.5325,1.0577,0.6111,0.875,131.7653,0.2232,0.8759,7.5381,0.2372
